BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DFE,DH,MinEggs,MinHatch,UnHatch,Outcome,MaleID,MaleStatus,MaleDate,MaleRingDate,MaleMinAge,FemaleID,FemaleStatus,FemaleRingDate,FemaleDate,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Weight.Y1,Weight.Y2,Weight.Y3,Weight.Y4,Weight.Y5,Weight.Y6,Weight.Y7,Weight.Y8,Weight.Y9,Weight.Y10,Comments 
690,1989,119,NAG,PIEFL,1,7,,6,45,65,,,,NE,E849237,R,05/06/1989,07/06/1988,1,E849217,R,07/06/1988,22/05/1989,1,15/06/1989,E897552,E897553,E897554,E897555,E897556,E897557,,,,,14.5,14.6,14.8,14.4,14.1,14.6,,,,,Hatching date estimated - Assumption that all ringed young fledged
691,1989,121,NAG,PIEFL,1,7,,2,45,65,,,,NE,C990054,S,06/06/1989,09/06/1986,3,E364220,S,03/06/1987,21/05/1989,2,13/06/1989,E897487,E897488,,,,,,,,,13.1,13.1,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
692,1989,128,NAG,PIEFL,1,7,,6,38,58,,,,NE,C616409,S,29/05/1989,15/06/1985,4,E897008,I,20/05/1989,20/05/1989,1,07/06/1989,E897112,E897113,E897114,E897115,E897116,E897117,,,,,12.8,13.1,12.6,13.1,13.4,13.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
693,1989,132,NAG,PIEFL,1,6,,3,43,62,,,1,NE,E897031,I,03/06/1989,03/06/1989,1,E364156,S,02/06/1987,21/05/1989,2,11/06/1989,E897383,E897384,E897385,,,,,,,,14,14.9,14,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
694,1989,135,NAG,PIEFL,1,6,,1,44,63,,,,NE,,,,,,E849097,I,25/05/1989,25/05/1989,1,20/06/1989,E897594,,,,,,,,,,11.7,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
695,1989,138,NAG,PIEFL,1,5,0,0,58,,,,,ED,,,,,,E849098,I,31/05/1989,31/05/1989,1,,,,,,,,,,,,,,,,,,,,,,DESERTED BY 14/6
696,1989,141,NAG,PIEFL,1,7,,3,41,61,,,,NE,E897064,I,05/06/1989,05/06/1989,1,E897006,I,20/05/1989,20/05/1989,1,09/06/1989,E897201,E897202,E897203,,,,,,,,12.2,12.5,11.1,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
697,1989,143,NAG,PIEFL,1,7,,3,38,58,,,,NE,C990248,R,29/05/1989,15/06/1986,3,E849103,I,20/05/1989,20/05/1989,1,09/06/1989,E897211,E897212,E897213,,,,,,,,11.9,11.3,12.4,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
698,1989,147,NAG,PIEFL,1,6,,3,48,67,,,,NE,C990087,S,17/06/1989,11/06/1986,3,E849416,S,10/06/1988,25/05/1989,2,16/06/1989,E897572,E897573,E897574,,,,,,,,14.5,15,14.6,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
699,1989,149,NAG,PIEFL,1,7,,1,49,69,,,,NE,C990248,S,08/06/1989,15/06/1986,3,E576571,I,07/06/1988,25/05/1989,1,16/06/1989,E897571,,,,,,,,,,13.9,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
700,1989,154,NAG,PIEFL,1,7,,1,41,61,,,,NE,E364047,R,05/06/1989,30/05/1987,2,E849418,R,10/06/1988,20/05/1989,1,09/06/1989,E897200,,,,,,,,,,14.1,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
701,1989,155,NAG,PIEFL,1,6,,2,47,66,,,,NE,,,,,,E897017,I,24/05/1989,24/05/1989,1,16/06/1989,E897569,E897570,,,,,,,,,13.8,13.1,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
702,1989,157,NAG,PIEFL,1,7,,5,47,67,,,,NE,E849387,S,06/06/1989,09/06/1988,2,E364334,R,04/06/1987,21/05/1989,2,15/06/1989,E897547,E897548,E897549,E897550,E897551,,,,,,14.1,15,14.3,13.4,13.7,,,,,,Hatching date estimated - Assumption that all ringed young fledged
703,1989,164,NAG,PIEFL,1,8,,4,49,70,,,,NE,,,,,,C616494,S,16/06/1985,29/05/1989,4,17/06/1989,E897580,E897581,E897582,E897583,,,,,,,13.1,14,14.9,14.4,,,,,,,Hatching date estimated - PULLI MOVED TO BOX 219
704,1989,169,NAG,PIEFL,1,4,3,3,61,78,,,1,NE,E849225,R,25/06/1989,07/06/1988,1,E849599,R,11/06/1988,07/06/1989,1,25/06/1989,E897596,E897597,E897598,,,,,,,,12.4,11.8,12.4,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
705,1989,173,NAG,PIEFL,1,7,7,7,40,60,,,,NE,E364552,S,02/06/1989,10/06/1987,2,E364001,S,12/05/1987,22/05/1989,3,08/06/1989,E897132,E897133,E897134,E897135,E897136,E897137,E897138,,,,12.3,12.3,13,13.1,13,13.2,13.1,,,,Hatching date estimated - Assumption that all ringed young fledged
706,1989,174,NAG,PIEFL,1,7,7,7,42,62,,,,NE,E364366,R,02/06/1989,05/06/1987,2,E849011,S,23/05/1988,22/05/1989,2,10/06/1989,E897315,E897316,E897317,E897318,E897319,E897320,E897321,,,,13,13.1,11.7,12.9,12.4,12.4,12.8,,,,Hatching date estimated - Assumption that all ringed young fledged
707,1989,179,NAG,PIEFL,1,3,3,3,73,89,,,,NE,,,,,,E971128,I,12/06/1988,17/06/1989,1,08/07/1989,E897600,E897601,E897602,,,,,,,,13.6,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
708,1989,183,NAG,PIEFL,1,7,,4,45,65,,,,NE,,,,,,E849003,S,21/05/1988,21/05/1989,2,15/06/1989,E897537,E897538,E897539,E897540,,,,,,,14.6,14.1,14.8,14.8,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
709,1989,184,NAG,PIEFL,1,6,6,6,45,64,,,,NE,C990372,S,03/06/1989,17/06/1986,3,C990412,S,18/06/1986,21/05/1989,3,11/06/1989,E897428,E897429,E897430,E897431,E897432,E897433,,,,,13,13.5,14.4,14.5,13.8,12.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
710,1989,187,NAG,PIEFL,1,7,,6,39,59,,,,NE,E364056,R,29/05/1989,30/05/1987,2,E897005,I,20/05/1989,20/05/1989,1,10/06/1989,E897260,E897261,E897262,E897263,E897264,E897265,,,,,13.7,15.3,14.6,14.8,14.8,14.7,,,,,Hatching date estimated - Assumption that all ringed young fledged
711,1989,191,NAG,PIEFL,1,6,6,6,39,58,,,,NE,C747458,S,29/05/1989,16/06/1986,3,E849009,S,22/05/1988,29/05/1989,2,07/06/1989,E897093,E897094,E897095,E897096,E897097,E897098,,,,,12.5,12.2,12.2,11.9,12.6,12.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
712,1989,195,NAG,PIEFL,1,7,,6,44,64,,,,NE,E897063,I,05/06/1989,05/06/1989,1,E897019,I,25/05/1989,25/05/1989,1,14/06/1989,E897489,E897490,E897491,E897492,E897493,E897494,,,,,13.9,12.6,12.6,13.8,12.9,13.3,,,,,Hatching date estimated - Assumption that all ringed young fledged
713,1989,196,NAG,PIEFL,1,7,6,6,38,58,,,1,NE,C990054,S,29/05/1989,09/06/1986,3,E849001,S,18/05/1988,17/05/1989,2,07/06/1989,E897106,E897107,E897108,E897109,E897110,E897111,,,,,12.5,12.5,13.3,12,11.6,12.7,,,,,Hatching date estimated - Assumption that all ringed young fledged
714,1989,202,NAG,PIEFL,1,7,,0,40,,,,,JD,E364142,S,05/06/1989,02/06/1987,2,E849308,R,08/06/1988,20/05/1989,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 10/6
715,1989,208,NAG,PIEFL,1,7,6,6,39,59,,,1,NE,E897027,I,29/05/1989,29/05/1989,1,E364013,S,22/05/1987,21/05/1989,3,09/06/1989,E897221,E897222,E897223,E897224,E897225,E897226,,,,,11.9,12.6,12.6,11.1,12.7,12.8,,,,,Hatching date estimated - Assumption that all ringed young fledged
716,1989,219,NAG,PIEFL,1,6,,3,53,72,,,,NE,,,,,,E897028,I,29/05/1989,29/05/1989,1,20/06/1989,E897589,E897590,E897591,E897592,E897593,,,,,,11.9,12.9,12.1,11.8,12.6,,,,,,Hatching date estimated - 589/591 DIED
717,1989,220,NAG,PIEFL,2,7,7,7,39,59,,,,NE,E849093,R,29/05/1989,06/06/1988,1,E849014,S,24/05/1988,21/05/1989,2,09/06/1989,E897193,E897194,E897195,E897196,E897197,E897198,E897199,,,,12.4,13,11.5,12.9,11.4,13,13.1,,,,Hatching date estimated - Assumption that all ringed young fledged
718,1989,222,NAG,PIEFL,1,8,,7,40,61,,,,NE,E364016,S,03/06/1989,25/05/1987,3,E364553,R,10/06/1987,18/05/1989,2,10/06/1989,E897322,E897323,E897324,E897325,E897326,E897327,E897328,,,,13.7,13.6,14.6,14.9,13.1,13.6,10.8,,,,Hatching date estimated - Assumption that all ringed young fledged
719,1989,227,NAG,PIEFL,1,7,,6,43,63,,,,NE,E897002,I,20/05/1989,20/05/1989,1,C990099,S,12/06/1986,20/05/1989,3,11/06/1989,E897399,E897400,E897401,E897402,E897403,E897404,,,,,13.3,13.2,13.4,10.9,10.8,13.1,,,,,Hatching date estimated - Assumption that all ringed young fledged
720,1989,250,NAG,PIEFL,1,8,6,6,40,61,,,2,NE,C990134,S,21/05/1989,13/06/1986,3,E897009,I,21/05/1989,21/05/1989,1,10/06/1989,E897329,E897330,E897331,E897332,E897333,E897334,,,,,11.7,11.9,10.4,11.9,11,7.7,,,,,Hatching date estimated - Assumption that all ringed young fledged
721,1989,300,NAG,PIEFL,1,7,,3,42,62,,,,NE,E849253,R,02/06/1989,07/06/1988,1,E897015,I,22/05/1989,22/05/1989,1,11/06/1989,E897359,E897360,E897361,,,,,,,,9.1,10.9,11.3,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
722,1989,306,NAG,PIEFL,1,7,7,7,40,60,,,,NE,E849054,S,31/05/1989,05/06/1988,2,C990184,S,14/06/1986,23/05/1989,3,09/06/1989,E897204,E897205,E897206,E897207,E897208,E897209,E897210,,,,12.5,12.6,11.7,12,13.1,11.9,12,,,,Hatching date estimated - Assumption that all ringed young fledged
723,1989,310,NAG,PIEFL,1,8,,4,42,63,,,,NE,E897032,I,03/06/1989,03/06/1989,1,E897016,I,23/05/1989,23/05/1989,1,11/06/1989,E897363,E897364,E897365,E897366,,,,,,,13.6,13.2,12,12.3,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
724,1989,311,NAG,PIEFL,1,4,4,4,48,65,,,,NE,E849415,S,06/06/1989,10/06/1988,2,E364423,R,06/06/1987,24/05/1989,2,16/06/1989,E897558,E897559,E897560,E897561,,,,,,,13.9,14,14.4,14.8,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
725,1989,316,NAG,PIEFL,1,6,,5,42,61,,,,NE,E364257,R,03/06/1989,04/06/1987,2,E849540,R,11/06/1988,17/05/1989,1,11/06/1989,E897378,E897379,E897380,E897381,E897382,,,,,,11.8,11.6,11.5,11.6,12.4,,,,,,Hatching date estimated - Assumption that all ringed young fledged
726,1989,335,NAG,PIEFL,1,7,,5,44,64,,,,NE,E364451,S,08/06/1989,07/06/1987,3,E849227,R,07/06/1988,21/05/1989,1,14/06/1989,E897501,E897502,E897503,E897504,E897505,,,,,,13,12.9,10.8,13.1,11.7,,,,,,Hatching date estimated - Assumption that all ringed young fledged
727,1989,337,NAG,PIEFL,1,7,,6,40,60,,,,NE,C990046,S,30/05/1989,09/06/1986,3,E897014,I,21/05/1989,21/05/1989,1,09/06/1989,E897245,E897246,E897247,E897248,E897249,E897250,,,,,12.1,12,13,12,12.4,12.5,,,,,Hatching date estimated - Assumption that all ringed young fledged
728,1989,340,NAG,PIEFL,1,7,6,6,45,65,,,1,NE,E849050,S,06/06/1989,04/06/1988,2,E897012,I,21/05/1989,21/05/1989,1,15/06/1989,E897541,E897542,E897543,E897544,E897545,E897546,,,,,14.5,15.1,14.1,15.3,14.8,14.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
729,1989,344,NAG,PIEFL,1,7,,5,40,60,,,,NE,E897029,I,02/06/1989,02/06/1989,1,E897003,I,20/05/1989,20/05/1989,1,09/06/1989,E897240,E897241,E897242,E897243,E897244,,,,,,12.8,12.3,14.1,14.9,14,,,,,,Hatching date estimated - Assumption that all ringed young fledged
730,1989,347,NAG,PIEFL,1,7,7,7,40,60,,,,NE,E897030,I,03/06/1989,03/06/1989,1,E364343,S,05/06/1987,20/05/1989,2,10/06/1989,E897270,E897271,E897272,E897273,E897274,E897275,E897276,,,,12.7,12.5,12.4,13.5,12.3,12.6,12.8,,,,Hatching date estimated - Assumption that all ringed young fledged
731,1989,361,NAG,PIEFL,1,7,7,7,39,59,,,,NE,C990034,S,29/05/1989,08/06/1986,4,C990161,S,14/06/1986,18/05/1989,3,08/06/1989,E897125,E897126,E897127,E897128,E897129,E897130,E897131,,,,13.8,13,14,13.7,13.4,13.6,14.1,,,,Hatching date estimated - Assumption that all ringed young fledged
732,1989,375,NAG,PIEFL,1,7,7,7,38,58,,,,NE,C616559,S,06/06/1989,16/06/1985,4,C990247,S,15/06/1986,20/05/1989,3,08/06/1989,E897118,E897119,E897120,E897121,E897122,E897123,E897124,,,,13.4,14,13.8,13,13.5,14.1,14,,,,Hatching date estimated - Assumption that all ringed young fledged
733,1989,380,NAG,PIEFL,1,7,7,7,40,60,,,,NE,C990244,S,31/05/1989,15/06/1986,3,E364002,S,12/05/1987,20/05/1989,3,09/06/1989,E897214,E897215,E897216,E897217,E897218,E897219,E897220,,,,12,11.4,12.2,12.1,12.5,7.9,13.2,,,,Hatching date estimated - Assumption that all ringed young fledged
734,1989,403,NAG,PIEFL,1,4,,0,67,,,,,JD,,,,,,E897419,I,11/06/1989,11/06/1989,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 2/7
735,1989,405,NAG,PIEFL,1,7,7,7,45,65,,,,NE,E364094,S,06/06/1989,31/05/1987,2,C616583,S,16/06/1985,21/05/1989,4,15/06/1989,E897511,E897512,E897513,E897514,E897515,E897516,E897517,,,,13.9,13.5,14,14,14.1,13.6,13.7,,,,Hatching date estimated - Assumption that all ringed young fledged
736,1989,407,NAG,PIEFL,1,7,7,7,46,64,,,,NE,E364209,R,03/06/1989,03/06/1987,2,E364005,S,17/05/1987,27/05/1989,3,11/06/1989,E897405,E897406,E897407,E897408,E897409,E897410,E897411,,,,13.6,13.4,12.8,11.9,12.9,10.3,12.5,,,,Hatching date estimated - Assumption that all ringed young fledged
737,1989,409,NAG,PIEFL,1,7,7,7,43,63,,,,NE,E364175,S,03/06/1989,02/06/1987,2,C990197,R,15/06/1986,20/05/1989,3,11/06/1989,E897412,E897413,E897414,E897415,E897416,E897417,E897418,,,,14.3,13.1,14,13.6,15.5,15,14.4,,,,Hatching date estimated - Assumption that all ringed young fledged
738,1989,410,NAG,PIEFL,1,7,7,7,40,60,,,,NE,E849049,S,03/06/1989,04/06/1988,2,E849005,S,21/05/1988,20/05/1989,2,10/06/1989,E897302,E897303,E897304,E897305,E897306,E897307,E897308,,,,14.7,14.8,14.7,14.5,14.9,16.1,14.8,,,,Hatching date estimated - Assumption that all ringed young fledged
739,1989,416,NAG,PIEFL,1,7,7,7,47,67,,,,NE,E364279,S,06/06/1989,04/06/1987,2,E364171,R,02/06/1987,27/05/1989,2,15/06/1989,E897518,E897519,E897520,E897521,E897522,E897523,E897524,,,,13.9,13.7,14,14,13.6,13.8,14.1,,,,Hatching date estimated - Assumption that all ringed young fledged
740,1989,417,NAG,PIEFL,1,6,4,4,41,60,,,2,NE,E364284,R,03/06/1989,04/06/1987,2,E364061,S,30/05/1987,27/05/1989,3,10/06/1989,E897298,E897299,E897300,E897301,,,,,,,13.6,13.6,14.2,13.1,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
741,1989,421,NAG,PIEFL,1,7,7,7,45,65,,,,NE,E364536,S,06/06/1989,10/06/1987,2,E897013,I,21/05/1989,21/05/1989,1,15/06/1989,E897530,E897531,E897532,E897533,E897534,E897535,E897536,,,,14.2,14.8,14.3,14.9,15.1,15,15.5,,,,Hatching date estimated - Assumption that all ringed young fledged
742,1989,425,NAG,PIEFL,1,6,,5,48,67,,,,NE,,,,,,E364244,S,04/06/1987,25/05/1989,2,15/06/1989,E897525,E897526,E897527,E897528,E897529,,,,,,13.4,13.8,13.2,13.3,13.2,,,,,,Hatching date estimated - Assumption that all ringed young fledged
743,1989,427,NAG,PIEFL,1,6,,5,52,71,,,,NE,C990312,R,11/06/1989,16/06/1986,3,E849664,R,18/06/1988,27/05/1989,1,17/06/1989,E897584,E897585,E897586,E897587,E897588,,,,,,13.8,14.2,13.9,13.9,13.8,,,,,,Hatching date estimated - Assumption that all ringed young fledged
744,1989,428,NAG,PIEFL,1,7,7,7,40,60,,,,NE,E364335,R,03/06/1989,04/06/1987,2,E364092,R,31/05/1987,20/05/1989,2,08/06/1989,E897139,E897140,E897141,E897142,E897143,E897144,E897145,,,,14,14.9,14.3,14.2,14.8,15,14.7,,,,Hatching date estimated - Assumption that all ringed young fledged
745,1989,434,NAG,PIEFL,1,7,7,7,40,60,,,,NE,C990049,S,03/06/1989,09/06/1986,3,E364174,S,02/06/1987,20/05/1989,2,10/06/1989,E897284,E897285,E897286,E897287,E897288,E897289,E897290,,,,13.6,13.6,13.5,13.6,14.3,13.6,14.1,,,,Hatching date estimated - Assumption that all ringed young fledged
746,1989,438,NAG,PIEFL,1,7,7,7,40,60,,,,NE,C990185,R,03/06/1989,14/06/1986,3,E364331,S,04/06/1987,20/05/1989,2,10/06/1989,E897291,E897292,E897293,E897294,E897295,E897296,E897297,,,,13.7,13.9,13.2,13.9,13.4,13.1,14,,,,Hatching date estimated - Assumption that all ringed young fledged
747,1989,440,NAG,PIEFL,1,6,,0,42,,,,,JD,C990036,S,03/06/1989,08/06/1986,4,C990091,S,12/06/1986,21/05/1989,3,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DISAPPEARED BY 10/6
748,1989,70A,NAG,PIEFL,1,7,3,2,47,67,,,4,NE,,,,,,C990010,S,25/05/1986,23/05/1989,4,16/06/1989,E897562,E897563,E897564,,,,,,,,11.8,11.4,13.7,,,,,,,,Hatching date estimated - 563 DIED
749,1989,R1,NAG,PIEFL,1,7,,0,40,,,,,JD,E364019,S,30/05/1989,25/05/1987,3,E849101,I,23/05/1989,23/05/1989,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 10/6
750,1989,R7,NAG,PIEFL,1,6,6,5,46,65,,,1,NE,E849106,R,06/06/1989,06/06/1988,1,E364037,R,30/05/1987,23/05/1989,2,15/06/1989,E897506,E897507,E897508,E897509,E897510,,,,,,14.6,14.7,14.9,15.3,14.8,,,,,,Hatching date estimated - Assumption that all ringed young fledged
751,1990,2,KEN,PIEFL,1,7,,6,40,60,,,,NE,E364378,S,04/06/1990,05/06/1987,3,E897116,R,07/06/1989,20/05/1990,1,10/06/1990,F618431,F618432,F618433,F618434,F618435,F618436,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
752,1990,6,KEN,PIEFL,1,7,,3,43,63,,,,NE,,,,,,F618023,I,20/05/1990,20/05/1990,1,10/06/1990,F618426,F618427,F618428,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
753,1990,8,KEN,PIEFL,1,8,8,8,38,59,,,,NE,F618113,I,04/06/1990,04/06/1990,1,E897023,S,27/05/1989,20/05/1990,2,04/06/1990,F618114,F618115,F618116,F618117,F618118,F618119,F618120,F618121,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
754,1990,11,KEN,PIEFL,1,7,7,7,25,55,,,,NE,F134530,I,28/05/1990,11/06/1987,3,E849652,R,18/06/1988,20/05/1990,2,04/06/1990,F618106,F618107,F618108,F618109,F618110,F618111,F618112,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
755,1990,15,KEN,PIEFL,1,7,,6,36,56,,,,NE,F618099,I,04/06/1990,04/06/1990,1,E897025,S,27/05/1989,20/05/1990,2,04/06/1990,F618100,F618101,F618102,F618103,F618104,F618105,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
756,1990,17,KEN,PIEFL,1,8,8,8,41,62,,,,NE,E897062,S,04/06/1990,05/06/1989,2,E364066,S,30/05/1987,20/05/1990,4,10/06/1990,F618418,F618419,F618420,F618421,F618422,F618423,F618424,F618425,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
757,1990,20,KEN,PIEFL,1,7,,2,40,60,,,,NE,F618129,I,04/06/1990,04/06/1990,1,E440044,I,01/06/1987,20/05/1990,3,10/06/1990,F618429,F618430,,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
758,1990,23,KEN,PIEFL,1,8,8,8,37,58,,,,NE,F618069,I,04/06/1990,04/06/1990,1,F618024,I,20/05/1990,20/05/1990,1,04/06/1990,F618070,F618071,F618072,F618073,F618074,F618075,F618076,F618077,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
759,1990,25,KEN,PIEFL,1,8,8,8,36,57,,,,NE,E849077,R,04/06/1990,06/06/1988,2,E897021,S,27/05/1989,20/05/1990,2,04/06/1990,F618078,F618079,F618080,F618081,F618082,F618083,F618084,F618085,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
760,1990,27,KEN,PIEFL,1,7,7,7,36,56,,,,NE,E849182,R,04/06/1990,07/06/1988,2,E084854,I,07/06/1988,20/05/1990,2,04/06/1990,F618086,F618087,F618088,F618089,F618090,F618091,F618092,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
761,1990,28,KEN,PIEFL,1,4,,2,64,79,,,,NE,E897190,R,04/06/1990,09/06/1989,1,F618410,I,10/06/1990,10/06/1990,1,28/06/1990,F618521,F618522,,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
762,1990,33,KEN,PIEFL,1,7,7,7,42,62,,,,NE,E364256,S,20/05/1990,04/06/1987,3,F134975,I,07/06/1989,20/05/1990,1,10/06/1990,F618411,F618412,F618413,F618414,F618415,F618416,F618417,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
763,1990,39,KEN,PIEFL,1,7,,6,38,58,,,,NE,E849181,R,28/05/1990,07/06/1988,2,E364396,S,06/06/1987,20/05/1990,3,04/06/1990,F618093,F618094,F618095,F618096,F618097,F618098,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
764,1990,43,KEN,PIEFL,1,7,7,7,39,59,,,,NE,E897043,S,04/06/1990,05/06/1989,2,E897020,S,27/05/1989,20/05/1990,2,10/06/1990,F618403,F618404,F618405,F618406,F618407,F618408,F618409,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
765,1990,46,KEN,REDST,1,8,,,38,59,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
766,1990,49,KEN,PIEFL,1,7,7,7,36,56,,,,NE,F618047,I,28/05/1990,28/05/1990,1,E447009,S,06/06/1987,20/05/1990,3,04/06/1990,F618122,F618123,F618124,F618125,F618126,F618127,F618128,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
767,1990,6,LYD,PIEFL,1,,,4,,,,,,NE,,,,,,F618199,I,05/06/1990,05/06/1990,1,14/06/1990,F618482,F618483,F618484,F618485,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
768,1990,10,LYD,PIEFL,1,,,4,,,,,,NE,E849407,S,05/06/1990,09/06/1988,3,E897080,S,05/06/1989,05/06/1990,2,14/06/1990,F618486,F618487,F618488,F618489,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
769,1990,14,LYD,PIEFL,1,,,4,,,,,,NE,E897077,S,05/06/1990,05/06/1989,2,E897078,S,05/06/1989,05/06/1990,2,05/06/1990,F618195,F618196,F618197,F618198,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
770,1990,15,LYD,PIEFL,1,,,6,,,,,,NE,E897358,S,05/06/1990,10/06/1989,2,E849079,S,05/06/1989,05/06/1990,2,05/06/1990,F618189,F618190,F618191,F618192,F618193,F618194,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
771,1990,5,NAG,PIEFL,1,7,0,0,37,,,,,ED,,,,,,E849009,S,22/05/1988,13/05/1990,3,,,,,,,,,,,,,,,,,,,,,,DESERTED BY 25/5
772,1990,7,NAG,PIEFL,1,7,,3,38,57,,,,NE,E897064,S,27/05/1990,05/06/1989,2,F618006,I,14/05/1990,14/05/1990,1,06/06/1990,E618200,E618201,E618202,,,,,,,,13.6,14.7,13.2,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
773,1990,8,NAG,PIEFL,1,7,0,0,43,,,,,EP,,,,,,E897389,R,11/06/1989,18/05/1990,1,,,,,,,,,,,,,,,,,,,,,,PREDATED BY 31/5
774,1990,10,NAG,PIEFL,1,7,7,7,40,59,,,,NE,E897069,R,03/06/1990,05/06/1989,1,F618017,I,18/05/1990,18/05/1990,1,10/06/1990,F618443,F618444,F618445,F618446,F618447,F618448,F618449,,,,14.7,8.1,13.8,14.5,14.2,13.5,14,,,,Hatching date estimated - Assumption that all ringed young fledged
775,1990,13,NAG,PIEFL,1,7,,4,38,57,,,,NE,E364047,S,27/05/1990,30/05/1987,3,E618007,I,,14/05/1990,1,06/06/1990,F618203,F618204,F618205,F618206,,,,,,,12.5,13.1,13,13.1,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
776,1990,16,NAG,PIEFL,1,6,,4,42,60,,,,NE,,,,,,F618019,I,19/05/1990,19/05/1990,1,10/06/1990,F618450,F618451,F618452,F618453,,,,,,,13.8,12.5,11.2,8.2,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
777,1990,20,NAG,PIEFL,1,5,,4,41,59,,,,NE,E849387,S,28/05/1990,09/06/1988,3,E897017,S,24/05/1989,18/05/1990,2,08/06/1990,F618347,F618348,F618349,F618350,,,,,,,14.1,14.5,13.7,14.4,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
778,1990,32,NAG,PIEFL,1,7,,4,38,57,,,,NE,E849503,S,27/05/1990,10/06/1988,2,E849003,S,21/05/1988,14/05/1990,3,06/06/1990,F618221,F618222,F618223,F618224,,,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
779,1990,35,NAG,PIEFL,1,6,6,6,37,55,,,,NE,C990046,S,26/05/1990,09/06/1986,4,E364001,S,12/05/1987,14/05/1990,4,06/06/1990,F618231,F618232,F618233,F618234,F618235,F618236,,,,,11.6,12.3,12.2,12.7,12.1,12.8,,,,,Hatching date estimated - Assumption that all ringed young fledged
780,1990,39,NAG,PIEFL,1,8,,4,38,58,,,,NE,E364451,S,27/05/1990,07/06/1987,4,E897016,S,23/05/1989,19/05/1990,2,08/06/1990,F618383,F618384,F618385,F618386,,,,,,,12,11.8,11.8,10.4,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
781,1990,51,NAG,PIEFL,1,7,,3,34,53,,,,NE,E364047,S,26/05/1990,30/05/1987,3,E364172,S,02/06/1987,11/05/1990,3,03/06/1990,F618054,F618055,F618056,,,,,,,,14.4,14.9,14.6,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
