BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DFE,DH,MinEggs,MinHatch,UnHatch,Outcome,MaleID,MaleStatus,MaleDate,MaleRingDate,MaleMinAge,FemaleID,FemaleStatus,FemaleRingDate,FemaleDate,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Weight.Y1,Weight.Y2,Weight.Y3,Weight.Y4,Weight.Y5,Weight.Y6,Weight.Y7,Weight.Y8,Weight.Y9,Weight.Y10,Comments 
782,1990,56,NAG,PIEFL,1,6,,3,41,59,,,,NE,,,,,,E897361,R,11/06/1989,19/05/1990,1,08/06/1990,F618351,F618352,F618353,,,,,,,,12.3,10.2,11.4,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
783,1990,64,NAG,PIEFL,1,7,,4,45,64,,,,NE,F618066,I,03/06/1990,03/06/1990,1,F618034,I,26/05/1990,26/05/1990,1,10/06/1990,F618460,F618461,F618462,F618463,F618464,,,,,,13.2,14.6,9.6,14,14,,,,,,Hatching date estimated - 462 DIED
784,1990,65,NAG,PIEFL,1,7,,3,40,59,,,,NE,E897002,S,03/06/1990,20/05/1989,2,F618021,I,19/05/1990,19/05/1990,1,08/06/1990,F618368,F618369,F618370,F618371,,,,,,,12,8.2,11.6,12.2,,,,,,,Hatching date estimated - 369 DIED
785,1990,69,NAG,PIEFL,1,6,,0,48,,,,,JD,E364451,S,16/06/1990,07/06/1987,4,E897240,R,09/06/1989,23/05/1990,1,19/06/1990,F618510,F618511,,,,,,,,,11.5,5.9,,,,,,,,,ALL DIED
786,1990,74,NAG,PIEFL,1,7,7,7,40,59,,,,NE,E897113,R,03/06/1990,07/06/1989,1,E364156,S,02/06/1987,19/05/1990,3,08/06/1990,F618340,F618341,F618342,F618343,F618344,F618345,F618346,,,,12,13.9,13.5,13.5,13.1,13,12.5,,,,Hatching date estimated - Assumption that all ringed young fledged
787,1990,77,NAG,PIEFL,1,9,,0,39,,,,,JD,E849028,S,03/06/1990,01/06/1988,3,C616494,S,16/06/1985,18/05/1990,5,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 6/6
788,1990,81,NAG,PIEFL,1,7,,5,40,59,,,,NE,E618045,I,28/05/1990,,1,C990197,S,15/06/1986,18/05/1990,4,08/06/1990,F618354,F618355,F618356,F618357,F618358,,,,,,13,13.7,14.1,13.8,14.4,,,,,,Hatching date estimated - Assumption that all ringed young fledged
789,1990,83,NAG,PIEFL,1,6,,3,42,60,,,,NE,C990177,S,08/06/1990,14/06/1986,4,E897028,S,29/05/1989,19/05/1990,2,08/06/1990,F618372,F618373,F618374,F618375,,,,,,,13.5,11.1,13.3,13.1,,,,,,,Hatching date estimated - 373 DIED
790,1990,85,NAG,PIEFL,1,6,6,6,35,53,,,,NE,C990134,S,26/05/1990,13/06/1986,4,F618002,I,11/05/1990,11/05/1990,1,05/06/1990,F618151,F618152,F618153,F618154,F618155,F618156,,,,,12.8,13.9,12.8,13.4,13,14,,,,,Hatching date estimated - Assumption that all ringed young fledged
791,1990,90,NAG,PIEFL,1,9,,0,37,,,,,JD,E364016,S,31/05/1990,25/05/1987,4,E897009,S,21/05/1989,15/05/1990,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 4/6
792,1990,92,NAG,PIEFL,1,7,,6,40,59,,,,NE,E897140,R,31/05/1990,08/06/1989,1,F618013,I,17/05/1990,17/05/1990,1,08/06/1990,F618387,F618388,F618389,F618390,F618391,F618392,,,,,10.8,12.3,12.5,11.7,13.6,13.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
793,1990,94,NAG,PIEFL,1,8,,5,40,60,,,,NE,E897268,R,31/05/1990,10/06/1989,1,C990391,S,17/06/1986,17/05/1990,4,08/06/1990,F618393,F618394,F618395,F618396,F618397,,,,,,11,11.9,10.1,12.3,12.4,,,,,,Hatching date estimated - Assumption that all ringed young fledged
794,1990,95,NAG,PIEFL,1,6,,0,46,,,,,JP,F618067,I,03/06/1990,03/06/1990,1,F618029,I,21/05/1990,21/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DISAPPEARED BY 10/6 - PREDATED 
795,1990,97,NAG,PIEFL,1,7,,0,36,,,,,JP,F618030,I,25/05/1990,25/05/1990,1,E849445,S,10/06/1988,15/05/1990,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 6/6
796,1990,100,NAG,PIEFL,1,7,,0,37,,,,,JD,F618038,I,26/05/1990,26/05/1990,1,E849547,R,11/06/1988,13/05/1990,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 7/6
797,1990,103,NAG,PIEFL,1,7,,2,38,57,,,,NE,F618044,I,28/05/1990,28/05/1990,1,E364037,S,30/05/1987,17/05/1990,3,07/06/1990,F618295,F618296,,,,,,,,,15,14.5,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
798,1990,104,NAG,PIEFL,1,8,,5,38,58,,,,NE,E364056,S,03/06/1990,30/05/1987,3,F618010,I,15/05/1990,15/05/1990,1,08/06/1990,F618398,F618399,F618400,F618401,F618402,,,,,,13.7,13.6,13.6,13.9,13.4,,,,,,Hatching date estimated - Assumption that all ringed young fledged
799,1990,109,NAG,PIEFL,1,6,,0,55,,,,,JD,,,,,,F618052,I,01/06/1990,01/06/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 16/6
800,1990,115,NAG,PIEFL,1,7,7,7,36,55,,,,NE,E364029,S,26/05/1990,30/05/1987,3,E849224,R,07/06/1988,12/05/1990,2,05/06/1990,F618182,F618183,F618184,F618185,F618186,F618187,F618188,,,,13.5,13.8,13.5,14.2,14.4,14.2,13.5,,,,Hatching date estimated - Assumption that all ringed young fledged
801,1990,121,NAG,PIEFL,1,7,,4,39,58,,,,NE,E849415,S,30/05/1990,10/06/1988,3,E849230,R,07/06/1988,16/05/1990,2,07/06/1990,F618297,F618298,F618299,F618300,,,,,,,13.6,14.6,14.3,13.8,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
802,1990,125,NAG,PIEFL,1,6,,5,52,70,,,,NE,E897064,S,16/06/1990,05/06/1989,2,F618053,I,03/06/1990,03/06/1990,1,19/06/1990,F618502,F618503,F618504,F618505,F618506,,,,,,8.7,9,10.8,8.4,11.2,,,,,,Hatching date estimated - Assumption that all ringed young fledged
803,1990,128,NAG,PIEFL,1,8,8,6,35,55,,,,NE,C616409,S,26/05/1990,15/06/1985,5,E897008,S,20/05/1989,14/05/1990,2,03/06/1990,F618057,F618058,F618059,F618060,F618061,F618062,F618063,F618064,,,12.3,12.1,12.8,11,11.4,12.2,11.7,11.6,,,Hatching date estimated - 057/061 DIED
804,1990,130,NAG,PIEFL,1,8,,3,40,60,,,,NE,E897353,R,03/06/1990,10/06/1989,1,F618020,I,19/05/1990,19/05/1990,1,10/06/1990,F618457,F618458,F618459,,,,,,,,15.6,13.5,15.1,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
805,1990,131,NAG,PIEFL,1,8,,7,37,57,,,,NE,C990177,S,26/05/1990,14/06/1986,4,E849007,S,22/05/1988,14/05/1990,3,06/06/1990,F618211,F618212,F618213,F618214,F618215,F618216,F618217,,,,13.4,12.6,13.6,11.5,11.5,12.3,13,,,,Hatching date estimated - Assumption that all ringed young fledged
806,1990,132,NAG,PIEFL,1,7,,3,38,57,,,,NE,E364635,R,26/05/1990,19/06/1987,3,F618008,I,14/05/1990,14/05/1990,1,06/06/1990,F618218,F618219,F618220,,,,,,,,12.8,12.1,12.5,11.5,12.5,12.1,11.3,,,,Hatching date estimated - Assumption that all ringed young fledged
807,1990,133,NAG,PIEFL,1,6,,0,45,,,,,JD,,,,,,F618033,I,26/05/1990,26/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 3/6
808,1990,138,NAG,PIEFL,1,8,,2,39,59,,,,NE,F618001,I,01/05/1990,01/05/1990,1,F618011,I,16/05/1990,16/05/1990,1,08/06/1990,F618322,F618323,F618324,,,,,,,,10.2,10.9,10.8,,,,,,,,Hatching date estimated - 2 YOUNG FLEDGED - 1 DEAD AFTER RINGING 324 DIED
809,1990,139,NAG,PIEFL,1,7,,0,41,,,,,JD,E897183,R,05/05/1990,09/06/1989,1,E897419,S,11/06/1989,18/05/1990,2,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 10/6
810,1990,143,NAG,PIEFL,1,9,,8,37,58,,,,NE,E849054,S,27/05/1990,05/06/1988,3,E849446,R,10/06/1988,13/05/1990,2,08/06/1990,F618332,F618333,F618334,F618335,F618336,F618337,F618338,F618339,,,12.4,13.5,11.6,13.6,13.2,14.7,13,12.9,,,Hatching date estimated - Assumption that all ringed young fledged
811,1990,152,NAG,PIEFL,1,6,6,6,43,61,,,,NE,E897032,S,04/06/1990,03/06/1989,2,F513157,I,07/06/1989,19/05/1990,1,10/06/1990,F618437,F618438,F618439,F618440,F618441,F618442,,,,,14.5,14,13.6,14.1,14.6,14.7,,,,,Hatching date estimated - Assumption that all ringed young fledged
812,1990,154,NAG,PIEFL,1,7,,0,42,,,,,JD,E364047,S,03/06/1990,30/05/1987,3,E849013,S,24/05/1988,19/05/1990,3,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 10/6
813,1990,155,NAG,PIEFL,1,7,,4,38,57,,,,NE,F618039,I,26/05/1990,26/05/1990,1,E849335,R,09/06/1988,14/05/1990,2,06/06/1990,F618207,F618208,F618209,F618210,,,,,,,11.5,12.2,12.8,12.2,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
814,1990,159,NAG,PIEFL,1,7,,5,38,57,,,,NE,C990053,S,27/05/1990,09/06/1986,4,C990060,S,11/06/1986,19/05/1990,4,06/06/1990,F618225,F618226,F618227,F618228,F618229,F618230,,,,,12.4,12.3,10.7,11.8,11.5,13,,,,,Hatching date estimated -228 DIED
815,1990,164,NAG,PIEFL,1,8,,6,39,59,,,,NE,F618046,I,28/05/1990,28/05/1990,1,E897347,R,10/06/1989,18/05/1990,1,08/06/1990,F618325,F618326,F618327,F618328,F618329,F618330,F618331,,,,14,12.8,7.8,13.7,13.2,12.7,14.1,,,,Hatching date estimated - 329 DIED
816,1990,165,NAG,PIEFL,1,7,,3,42,61,,,,NE,E897162,R,04/06/1990,09/06/1989,1,E897011,S,21/05/1989,19/05/1990,2,10/06/1990,F618454,F618455,F618456,,,,,,,,14.9,14,14.9,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
817,1990,168,NAG,PIEFL,1,5,,4,39,56,,,,NE,E849104,R,03/06/1990,06/06/1988,2,E897018,S,25/05/1989,19/05/1990,2,07/06/1990,F618291,F618292,F618293,F618294,,,,,,,14.8,14.2,15,14.7,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
818,1990,169,NAG,PIEFL,1,7,,2,45,64,,,,NE,C990134,S,08/06/1990,13/06/1986,4,C301631,S,13/06/1984,19/05/1990,5,14/06/1990,F618490,F618491,,,,,,,,,12.2,11.9,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
819,1990,175,NAG,PIEFL,1,8,,6,35,54,,,,NE,C990490,S,25/05/1990,23/06/1986,4,E849103,S,14/05/1990,14/05/1990,2,05/06/1990,F618158,F618159,F618160,F618161,F618162,F618163,,,,,12,12.3,12,12.9,11,11.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
820,1990,178,NAG,PIEFL,1,7,,0,39,,,,,JP,E897270,R,03/06/1990,10/06/1989,1,F618015,I,17/05/1990,17/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 8/6
821,1990,179,NAG,PIEFL,1,7,,0,39,,,,,JP,E897599,S,28/05/1990,25/06/1989,2,F618014,I,17/05/1990,17/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 7/6
822,1990,184,NAG,PIEFL,1,8,,0,35,,,,,JP,E849050,S,26/05/1990,04/06/1988,3,F618004,I,13/05/1990,13/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 3/6
823,1990,187,NAG,PIEFL,1,7,,6,42,61,,,,NE,E897599,S,10/06/1990,25/06/1989,2,F618028,I,21/05/1990,21/05/1990,1,10/06/1990,F618476,F618477,F618478,F618479,F618480,F618481,,,,,12.5,13.1,13.2,11.5,13.1,14,,,,,Hatching date estimated - Assumption that all ringed young fledged
824,1990,189,NAG,PIEFL,1,4,,2,40,56,,,,NE,F618051,I,31/05/1990,31/05/1990,1,F618016,I,17/05/1990,17/05/1990,1,07/06/1990,F618282,F618283,,,,,,,,,14.7,13.4,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
825,1990,196,NAG,PIEFL,1,8,8,8,34,55,,,,NE,C990054,S,23/05/1990,09/06/1986,4,E849014,S,24/05/1988,11/05/1990,3,05/06/1990,F618137,F618138,F618139,F618140,F618141,F618142,F618143,F618144,,,12.9,13.4,13.9,13.7,10.3,13.7,13.9,13.4,,,Hatching date estimated - Assumption that all ringed young fledged
826,1990,202,NAG,PIEFL,1,6,,0,39,,,,,JD,C990087,S,28/05/1990,11/06/1986,4,C990024,S,01/06/1986,19/05/1990,5,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 6/6
827,1990,217,NAG,PIEFL,1,5,,0,60,,,,,JD,,,,,,F618157,I,05/06/1990,05/06/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 28/6
828,1990,218,NAG,PIEFL,1,7,,0,42,,,,,JD,E849050,S,01/06/1990,04/06/1988,3,E849011,S,23/05/1988,21/05/1990,3,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 10/6
829,1990,222,NAG,PIEFL,1,7,7,7,36,55,,,,NE,F618035,I,26/05/1990,26/05/1990,1,E897007,S,20/05/1989,13/05/1990,2,05/06/1990,F618164,F618165,F618166,F618167,F618168,F618169,F618170,,,,12.1,12.7,12.8,12.7,12.4,12.3,12,,,,Hatching date estimated - Assumption that all ringed young fledged
830,1990,227,NAG,PIEFL,1,6,,2,48,66,,,,NE,E364132,R,06/06/1990,02/06/1987,3,F618031,I,25/05/1990,25/05/1990,1,16/06/1990,F618499,F618500,F618501,,,,,,,,13.2,14.3,13.3,,,,,,,,Hatching date estimated - 500 DIED
831,1990,250,NAG,PIEFL,1,7,,3,41,60,,,,NE,E897034,R,03/06/1990,05/06/1989,1,E849227,S,07/06/1988,21/05/1990,2,08/06/1990,F618376,F618377,F618378,F618379,F618380,F618381,,,,,10.4,9,11.3,12,10.3,10.9,,,,,377/379/380 DIED
832,1990,300,NAG,PIEFL,1,7,7,7,37,56,,,,NE,F618043,I,27/05/1990,27/05/1990,1,F618005,I,13/05/1990,13/05/1990,1,05/06/1990,F618130,F618131,F618132,F618133,F618134,F618135,F618136,,,,12.1,10.9,9.2,10.4,11.2,11.5,11.3,,,,Hatching date estimated - Assumption that all ringed young fledged
833,1990,301,NAG,PIEFL,1,7,,6,41,60,,,,NE,E897261,R,03/06/1990,10/06/1989,1,E849331,R,09/06/1988,18/05/1990,2,08/06/1990,F618316,F618317,F618318,F618319,F618320,F618321,,,,,12,11.9,12.3,12.3,12.5,10.1,,,,,Hatching date estimated - Assumption that all ringed young fledged
834,1990,304,NAG,PIEFL,1,7,,6,38,57,,,,NE,E364096,S,27/05/1990,31/05/1987,3,F618012,I,16/05/1990,16/05/1990,1,06/06/1990,F618248,F618249,F618250,F618251,F618252,F618253,,,,,14.1,14.2,14.1,13.4,13.8,12.9,,,,,Hatching date estimated - Assumption that all ringed young fledged
835,1990,310,NAG,PIEFL,1,7,,6,35,55,,,,NE,F618037,I,26/05/1990,26/05/1990,1,E849129,S,06/06/1988,05/05/1990,2,05/06/1990,F618145,F618146,F618147,F618148,F618149,F618150,,,,,12.6,13.6,13.3,12.9,12.5,13.5,,,,,Hatching date estimated - Assumption that all ringed young fledged
836,1990,311,NAG,PIEFL,1,6,,0,51,,,,,JD,E897539,R,16/06/1990,15/06/1989,1,E897134,R,08/06/1989,26/05/1990,1,19/06/1990,F618507,F618508,F618509,,,,,,,,8.6,9.4,13.6,,,,,,,,ALL DIED
837,1990,319,NAG,PIEFL,1,8,,0,39,,,,,JD,F618048,I,30/05/1990,30/05/1990,1,E364002,S,12/05/1987,16/05/1990,4,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 6/6
838,1990,322,NAG,PIEFL,1,7,,0,39,,,,,JD,F618040,I,26/05/1990,26/05/1990,1,E897444,R,11/06/1989,19/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 6/6
839,1990,324,NAG,PIEFL,1,7,,4,41,60,,,,NE,E849645,R,30/05/1990,15/06/1988,2,E364013,S,22/05/1987,19/05/1990,4,08/06/1990,F618364,F618365,F618366,F618367,,,,,,,13.6,11,13.5,11.8,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
840,1990,328,NAG,PIEFL,1,7,,2,41,60,,,,NE,F618065,I,03/06/1990,03/06/1990,1,E849125,R,06/06/1988,18/05/1990,2,08/06/1990,F618362,F618363,,,,,,,,,15.2,14.7,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
841,1990,329,NAG,PIEFL,1,7,,1,39,58,,,,NE,E364448,S,30/05/1990,07/06/1987,3,E366727,I,30/05/1987,16/05/1990,3,08/06/1990,F618359,,,,,,,,,,12.6,13.1,11.1,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
842,1990,331,NAG,PIEFL,1,7,,3,38,57,,,,NE,E849253,S,27/05/1990,07/06/1988,2,E849217,S,07/06/1988,18/05/1990,2,06/06/1990,F618245,F618246,F618247,,,,,,,,14,14.8,13.2,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
843,1990,333,NAG,PIEFL,1,7,,1,39,58,,,,NE,F618042,I,27/05/1990,27/05/1990,1,E849338,R,09/06/1988,15/05/1990,2,08/06/1990,F618382,,,,,,,,,,11.4,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
844,1990,334,NAG,PIEFL,1,9,,0,39,,,,,JD,,,,,,F618009,I,15/05/1990,15/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 7/6
845,1990,335,NAG,PIEFL,1,6,,0,54,,,,,JD,F618498,I,16/06/1990,16/06/1990,1,C990427,S,19/06/1986,31/05/1990,4,19/06/1990,F618512,F618513,F618514,F618515,,,,,,,12.5,10.3,13.1,12,,,,,,,ALL DIED
846,1990,343,NAG,PIEFL,1,4,4,4,65,82,,,,NE,C616559,S,24/06/1990,16/06/1985,5,E849599,S,11/06/1988,08/06/1990,2,03/07/1990,F618523,F618524,F618525,F618526,,,,,,,13.8,14.5,14.5,13.7,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
847,1990,344,NAG,PIEFL,1,8,,7,38,58,,,,NE,F618049,I,31/05/1990,31/05/1990,1,E897003,S,20/05/1989,17/05/1990,2,07/06/1990,F618284,F618285,F618286,F618287,F618288,F618289,F618290,,,,12.6,12.1,12.8,11.9,12.2,11.8,12.6,,,,Hatching date estimated - Assumption that all ringed young fledged
848,1990,359,NAG,PIEFL,1,7,,4,41,60,,,,NE,E897313,R,31/05/1990,10/06/1989,1,E897119,R,08/06/1989,17/05/1990,1,10/06/1990,F618465,F618466,F618467,F618468,F618469,,,,,,14.4,7.6,14.6,14.7,14.2,,,,,,Hatching date estimated - 466 DIED
849,1990,402,NAG,PIEFL,1,7,,6,41,60,,,,NE,E364536,S,31/05/1990,10/06/1987,3,F618022,I,19/05/1990,19/05/1990,1,07/06/1990,F618275,F618276,F618277,F618278,F618279,F618280,,,,,14.5,13.8,13.5,13.5,13,13.2,,,,,Hatching date estimated - Assumption that all ringed young fledged
850,1990,404,NAG,PIEFL,1,8,8,8,37,57,,,,NE,E364175,S,27/05/1990,02/06/1987,3,E364331,S,04/06/1987,13/05/1990,3,06/06/1990,F618237,F618238,F618239,F618240,F618241,F618242,F618243,F618244,,,13.1,13.1,13.8,14.5,13.7,14.8,14.4,14,,,Hatching date estimated - Assumption that all ringed young fledged
851,1990,407,NAG,PIEFL,1,7,7,7,41,60,,,,NE,F618050,I,31/05/1990,31/05/1990,1,F618026,I,21/05/1990,21/05/1990,1,07/06/1990,F618268,F618269,F618270,F618271,F618272,F618273,F618274,,,,13.5,13.5,13.7,13.9,13.1,13.1,13.5,,,,Hatching date estimated - Assumption that all ringed young fledged
852,1990,408,NAG,PIEFL,1,3,3,3,42,58,,,,NE,,,,,,E897068,R,05/06/1989,16/06/1990,1,10/07/1990,F618527,F618528,F618529,,,,,,,,13.6,12.8,14.7,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
853,1990,411,NAG,PIEFL,1,5,,0,65,,,,,JD,E849050,S,04/06/1990,04/06/1988,3,F618004,S,13/05/1990,10/06/1990,1,,,,,,,,,,,,,,,,,,,,,,DESERTED BY 24/6
854,1990,413,NAG,PIEFL,1,6,6,5,37,55,,,,NE,F618036,I,26/05/1990,26/05/1990,1,F618003,I,13/05/1990,13/05/1990,1,05/06/1990,F618171,F618172,F618173,F618174,F618175,F618176,,,,,12.2,10.9,11.7,13,12.2,13,,,,,Hatching date estimated - 174 DIED
855,1990,415,NAG,PIEFL,1,6,,2,53,70,,,,NE,E849374,R,10/06/1990,09/06/1988,2,E897013,S,21/05/1989,28/05/1990,2,19/06/1990,F618516,F618517,F618518,F618519,F618520,,,,,,14.4,13,9.8,13.6,13.1,,,,,,Hatching date estimated - 517/518/519 DIED
856,1990,416,NAG,PIEFL,1,8,0,0,40,,,,,ED,E849374,S,04/06/1990,09/06/1988,2,E897013,S,21/05/1989,17/05/1990,2,,,,,,,,,,,,,,,,,,,,,,DESERTED BY 23/5
857,1990,425,NAG,PIEFL,1,6,,0,50,,,,,JD,,,,,,E897050,R,05/06/1989,27/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 16/6
858,1990,426,NAG,PIEFL,1,7,7,7,39,58,,,,NE,F618041,I,26/05/1990,26/05/1990,1,E364005,S,17/05/1987,17/05/1990,4,07/06/1990,F618254,F618255,F618256,F618257,F618258,F618259,F618260,,,,14.1,14.1,14.7,14.2,14.4,13.8,14.5,,,,Hatching date estimated - Assumption that all ringed young fledged
859,1990,428,NAG,PIEFL,1,7,7,7,39,58,,,,NE,C990034,S,31/05/1990,08/06/1986,5,E364244,S,04/06/1987,17/05/1990,3,07/06/1990,F618261,F618262,F618263,F618264,F618265,F618266,F618267,,,,14,13,14.9,13.8,14.2,14.1,14,,,,Hatching date estimated - Assumption that all ringed young fledged
860,1990,434,NAG,PIEFL,1,7,,5,36,55,,,,NE,E849106,S,26/05/1990,06/06/1988,2,E364174,S,02/06/1987,13/05/1990,3,05/06/1990,F618177,F618178,F618179,F618180,F618181,,,,,,14.3,14,14,13.6,14.1,,,,,,Hatching date estimated - Assumption that all ringed young fledged
861,1990,437,NAG,PIEFL,1,6,6,6,46,64,,,,NE,E849651,R,04/06/1990,18/06/1988,2,F618027,I,21/05/1990,21/05/1990,1,14/06/1990,F618492,F618493,F618494,F618495,F618496,F618497,,,,,13.6,13.6,12.6,13.4,13.5,13.5,,,,,Hatching date estimated - Assumption that all ringed young fledged
862,1990,438,NAG,PIEFL,1,6,,1,42,60,,,,NE,E897529,R,01/06/1990,15/06/1989,1,E897065,R,05/06/1989,17/05/1990,1,07/06/1990,F618281,,,,,,,,,,15.2,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
863,1990,R1,NAG,PIEFL,1,7,,6,44,63,,,,NE,F618068,I,03/06/1990,03/06/1990,1,E897005,S,20/05/1989,19/05/1990,2,10/06/1990,F618470,F618471,F618472,F618473,F618474,F618475,,,,,13.2,14.5,14.4,14,14.1,13.1,,,,,Hatching date estimated - Assumption that all ringed young fledged
864,1990,R8,NAG,PIEFL,1,7,,0,42,,,,,JD,E897298,R,01/06/1990,10/06/1989,1,F618025,I,21/05/1990,21/05/1990,1,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ALL DEAD BY 7/6
865,1990,X350,NAG,PIEFL,1,8,8,8,39,59,,,,NE,F618309,I,08/06/1990,08/06/1990,1,F618032,I,25/05/1990,25/05/1990,1,08/06/1990,F618301,F618302,F618303,F618304,F618305,F618306,F618307,F618308,,,14.4,13.7,14,13.5,13.9,13.6,12.2,14.3,,,Hatching date estimated - Assumption that all ringed young fledged
866,1990,X356,NAG,PIEFL,1,7,,6,40,59,,,,NE,F618037,S,10/06/1990,26/05/1990,1,F618018,I,19/05/1990,19/05/1990,1,08/06/1990,F618310,F618311,F618312,F618313,F618314,F618315,,,,,14.9,14,12.4,14.2,14,15.4,,,,,Hatching date estimated - Assumption that all ringed young fledged
867,1991,7,KEN ,PIEFL,1,8,8,8,41,62,,,,NE,E897190,S,03/06/1991,09/06/1989,2,F618023,S,20/05/1990,26/05/1991,2,08/06/1991,H234107,H234108,H234109,H234110,H234111,H234112,H234113,H234114,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged TWO CHICKS TRANSFERRED TO BOX 18 RING NOS H234109 AND H234112
868,1991,10,KEN ,PIEFL,1,6,6,6,53,72,,,,NE,E897385,R,15/06/1991,11/06/1989,2,E897559,R,16/06/1989,03/06/1991,2,19/06/1991,H234418,H234419,H234420,H234421,H234422,H234423,,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
869,1991,11,KEN ,PIEFL,1,8,7,7,42,63,,,1,NE,F134530,S,03/06/1991,11/06/1987,4,E849652,S,18/06/1988,26/05/1991,3,08/06/1991,H234115,H234116,H234117,H234118,H234119,H234120,H234121,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
870,1991,18,KEN ,PIEFL,1,6,,2,46,65,,,2,NE,E897154,R,08/06/1991,09/06/1989,2,E897025,S,27/05/1989,26/05/1991,3,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - ON 8/6 1 DEAD YOUNG AMD 2 ADDLED EGGS . 2 YOUNG TRANSFERRED FROM BOX 7 H234109 AND H234112 
871,1991,20,KEN ,PIEFL,1,7,,0,42,,,,,JP,E897473,R,03/06/1991,14/06/1989,2,E849079,S,05/06/1989,26/05/1991,3,,,,,,,,,,,,,,,,,,,,,,Hatching date estimated - NEST EMPTY ON 8/6
872,1991,27,KEN ,PIEFL,1,8,8,8,39,62,,,,NE,E364132,S,03/06/1991,02/06/1987,4,E897021,S,27/05/1989,26/05/1991,3,08/06/1991,H234129,H234130,H234131,H234132,H234133,H234134,H234135,H234136,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
873,1991,33,KEN ,PIEFL,1,7,7,7,42,62,,,,NE,H234026,I,03/05/1991,03/05/1991,1,F134975,S,07/06/1989,26/05/1991,2,08/06/1991,H234137,H234138,H234139,H234140,H234141,H234142,H234143,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
874,1991,38,KEN ,PIEFL,1,8,8,8,44,65,,,,NE,H234027,I,03/05/1991,03/05/1991,1,E364396,S,06/06/1987,26/05/1991,4,15/06/1991,H234302,H234303,H234304,H234305,H234306,H234307,H234308,H234309,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
875,1991,40,KEN ,PIEFL,1,7,7,7,42,62,,,,NE,E849182,S,03/06/1991,07/06/1988,3,E447009,S,06/06/1987,26/05/1991,4,08/06/1991,H234122,H234123,H234124,H234125,H234126,H234127,H234128,,,,,,,,,,,,,,Hatching date estimated - Assumption that all ringed young fledged
