"site","year","day","tasmin","tasmax","tasmean"
"SPW","2014","May_08",9.62151259099896,14.8108374582426,12.2161750246208
"SPW","2014","May_09",10.1030685619476,16.3572451754741,13.2301568687108
"SPW","2014","May_10",9.56232233903653,17.2321405338496,13.3972314364431
"SPW","2014","May_11",8.31157186850091,13.6739996576813,10.9927857630911
"SPW","2014","May_12",8.39961340471053,15.7474492426661,12.0735313236883
"SPW","2014","May_13",5.73093881317634,15.0673140245039,10.3991264188401
"SPW","2014","May_14",5.21152753421461,17.6193361539891,11.4154318441018
"SPW","2014","May_15",5.18433296929551,19.7905580339959,12.4874455016457
"SPW","2014","May_16",6.89489057465625,21.2905977458003,14.0927441602283
"SPW","2014","May_17",9.14135397906723,22.8284499532377,15.9849019661525
"SPW","2014","May_18",9.96613257824643,23.4359411510954,16.7010368646709
"SPW","2014","May_19",9.72190125213718,24.3660222488686,17.0439617505029
"SPW","2014","May_20",12.1033930824862,20.588077117977,16.3457351002316
"SPW","2014","May_21",7.98656098938768,18.3901065714268,13.1883337804072
"SPW","2014","May_22",11.2661778785574,17.2268346530149,14.2465062657861
"SPW","2014","May_23",9.59650266767209,17.3475666337954,13.4720346507338
"SPW","2014","May_24",8.76118888594596,16.0607106139889,12.4109497499674
"SPW","2014","May_25",8.23616739707056,17.7266861182733,12.9814267576719
"SPW","2014","May_26",6.40626159356116,14.3609026369525,10.3835821152568
"SPW","2014","May_27",10.1207908215614,12.4472100357045,11.2840004286329
"SPW","2014","May_28",8.80239423194624,15.145510507369,11.9739523696576
"SPW","2014","May_29",11.359340245091,18.6024298188557,14.9808850319734
"SPW","2014","May_30",10.8755431299286,15.5651532975332,13.2203482137309
"SPW","2014","May_31",6.52815321896438,17.6123858500931,12.0702695345287
"SPW","2014","June_01",8.7750175122829,21.0069357923524,14.8909766523177
"SPW","2014","June_02",11.1479693492491,20.274174443804,15.7110718965266
"SPW","2014","June_03",11.4498638966348,19.4829586820466,15.4664112893407
"SPW","2014","June_04",10.490779491351,14.6828872530635,12.5868333722073
"SPW","2014","June_05",6.79830041278966,18.6182550895848,12.7082777511872
"SPW","2014","June_06",5.89518268565916,21.7594685316847,13.8273256086719
"SPW","2014","June_07",12.8060648017574,21.7897796253101,17.2979222135338
"SPW","2014","June_08",10.8210857439955,23.7293679496224,17.2752268468089
"SPW","2014","June_09",12.3347729185659,25.1353881280696,18.7350805233178
"SPW","2014","June_10",11.993137327007,22.0560782541671,17.024607790587
"SPW","2014","June_11",9.72464967115102,21.1755389223783,15.4500942967646
"SPW","2014","June_12",9.84031747852279,23.6558634892783,16.7480904839006
"SPW","2014","June_13",10.7171524423632,23.9854930120932,17.3513227272282
"SPW","2014","June_14",14.0239468154756,20.133921207502,17.0789340114888
"SPW","2014","June_15",11.7464745638106,17.3746280267372,14.5605512952739
"SPW","2014","June_16",10.6524756976301,16.3679433327172,13.5102095151736
"SPW","2014","June_17",11.1470142793392,19.4463002303111,15.2966572548251
"SPW","2014","June_18",12.2395628435146,20.2884104826451,16.2639866630798
"SPW","2014","June_19",9.19373281983603,18.5741374159928,13.8839351179144
"SPW","2014","June_20",8.78701429487567,21.6376612792858,15.2123377870807
"SPW","2014","June_21",10.1095702410781,22.552350900169,16.3309605706235
"SPW","2014","June_22",9.77868066450576,23.7022366118592,16.7404586381825
"SPW","2014","June_23",12.8851985912225,24.162770536624,18.5239845639232
"SPW","2014","June_24",11.5356526453563,22.6506465793854,17.0931496123708
"SPW","2014","June_25",8.37948290214516,19.8644037231354,14.1219433126403
"SPW","2014","June_26",8.52895396389659,20.2561857023251,14.3925698331109
"SPW","2014","June_27",12.2103345467989,21.1405557246095,16.6754451357042
"SPW","2014","June_28",10.3278470443133,18.2430526841169,14.2854498642151
"SPW","2014","June_29",10.4546241641508,17.6549953132789,14.0548097387149
"SPW","2014","June_30",8.07208463415698,20.4956210165055,14.2838528253312
"SPW","2015","April_01",2.93594917416669,10.6003274258473,6.768138300007
"SPW","2015","April_02",4.73761634898291,10.8522803826614,7.79494836582215
"SPW","2015","April_03",5.31118219768847,11.2586670662371,8.28492463196276
"SPW","2015","April_04",6.59929658928897,8.42856045531575,7.51392852230236
"SPW","2015","April_05",4.50981152033673,11.7416233515144,8.12571743592556
"SPW","2015","April_06",1.68713122009512,14.7339148302416,8.21052302516834
"SPW","2015","April_07",0.62556017730507,16.9317276328778,8.77864390509143
"SPW","2015","April_08",4.16519559993276,16.5095480445343,10.3373718222335
"SPW","2015","April_09",3.90246288404958,16.7849523983241,10.3437076411868
"SPW","2015","April_10",3.82931959213681,19.9094469799514,11.8693832860441
"SPW","2015","April_11",8.4065475098756,12.962277888362,10.6844126991188
"SPW","2015","April_12",1.76005288997078,16.8782796077043,9.31916624883752
