site,year,peak_cater_fit,peak_cater_lwr,peak_cater_upr,height_cater_fit,height_cater_lwr,height_cater_upr,box,species,cltsize,fledged,dfe,outcome,avg_cltsize,cltsize_final,mismatch_cater,height_cater_log,mean_tasmin_April,mean_tasmin_May,mean_tasmin_June,mean_tasmax_April,mean_tasmax_May,mean_tasmax_June,tasmean_April,tasmean_May,tasmean_June,tasmean_AprMay,mean_tasmin_AprMay,mean_tasmax_AprMay
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,239,BLUTI,10,6,22,NE,9.313432836,10,8.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,240,BLUTI,10,7,7,NE,9.313432836,10,-6.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,242,BLUTI,10,8,14,NE,9.313432836,10,0.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,243,PIEFL,8,7,32,NE,7.015384615,8,16.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,245,GRETI,8,5,21,NE,7.291666667,8,5.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,246,PIEFL,7,7,35,NE,7.015384615,7,18.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,248,BLUTI,10,5,19,NE,9.313432836,10,5.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,249,BLUTI,8,7,19,NE,9.313432836,8,3.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,302,PIEFL,7,4,35,NE,7.015384615,7,18.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,303,PIEFL,7,7,34,NE,7.015384615,7,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,308,PIEFL,7,6,35,NE,7.015384615,7,18.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,310,BLUTI,8,8,21,NE,9.313432836,8,5.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,311,PIEFL,7,0,37,JD,7.015384615,7,20.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,313,PIEFL,7,6,36,NE,7.015384615,7,19.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,314,PIEFL,7,6,34,NE,7.015384615,7,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,316,BLUTI,9,2,13,NE,9.313432836,9,-1.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,317,PIEFL,7,4,40,NE,7.015384615,7,23.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,318,GRETI,7,5,20,NE,7.291666667,7,3.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,319,PIEFL,7,5,33,NE,7.015384615,7,16.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,320,PIEFL,7,7,33,NE,7.015384615,7,16.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,321,BLUTI,8,0,20,JD,9.313432836,8,4.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,323,PIEFL,7,7,31,NE,7.015384615,7,14.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,325,PIEFL,7,6,35,NE,7.015384615,7,18.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,326,GRETI,9,6,29,NE,7.291666667,9,14.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,328,PIEFL,7,6,33,NE,7.015384615,7,16.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,330,BLUTI,9,9,19,NE,9.313432836,9,4.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,331,PIEFL,8,7,22,NE,7.015384615,8,6.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,332,GRETI,10,0,23,ED,7.291666667,10,9.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,333,BLUTI,11,8,10,NE,9.313432836,11,-2.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,334,BLUTI,11,7,10,NE,9.313432836,11,-2.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,335,BLUTI,10,8,14,NE,9.313432836,10,0.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,336,GRETI,7,0,21,ED,7.291666667,7,4.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,337,PIEFL,8,6,31,NE,7.015384615,8,15.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,338,BLUTI,10,7,16,NE,9.313432836,10,2.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,340,PIEFL,7,7,27,NE,7.015384615,7,10.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,342,PIEFL,6,5,33,NE,7.015384615,6,15.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,345,PIEFL,7,7,29,NE,7.015384615,7,12.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,347,PIEFL,7,0,32,JD,7.015384615,7,15.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,348,PIEFL,5,5,58,NE,7.015384615,5,39.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,349,GRETI,9,3,19,NE,7.291666667,9,4.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,350,PIEFL,6,0,45,JD,7.015384615,6,27.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,354,BLUTI,11,0,8,ED,9.313432836,11,-4.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,354,PIEFL,5,0,47,ED,7.015384615,5,28.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,355,BLUTI,12,3,6,NE,9.313432836,12,-5.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,401,BLUTI,10,6,16,NE,9.313432836,10,2.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,402,BLUTI,10,NA,11,NE,9.313432836,10,-2.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,404,PIEFL,6,4,36,NE,7.015384615,6,18.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,406,BLUTI,8,0,23,JD,9.313432836,8,7.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,407,PIEFL,8,0,37,JD,7.015384615,8,21.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,408,GRETI,4,0,34,JD,7.291666667,4,14.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,410,BLUTI,9,5,13,NE,9.313432836,9,-1.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,412,PIEFL,8,4,33,NE,7.015384615,8,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,413,GRETI,6,NA,11,NE,7.291666667,6,-6.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,414,BLUTI,10,3,20,NE,9.313432836,10,6.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,415,PIEFL,7,4,29,NE,7.015384615,7,12.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,416,BLUTI,9,0,19,JD,9.313432836,9,4.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,418,PIEFL,7,0,30,ED,7.015384615,7,13.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,418,PIEFL,NA,0,62,ED,7.015384615,7.015384615,45.51986339,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,419,BLUTI,10,0,12,JD,9.313432836,10,-1.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,421,BLUTI,8,7,22,NE,9.313432836,8,6.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,423,PIEFL,7,7,32,NE,7.015384615,7,15.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,424,GRETI,8,0,49,ED,7.291666667,8,33.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,425,BLUTI,7,7,19,NE,9.313432836,7,2.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,426,BLUTI,10,0,13,JD,9.313432836,10,-0.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,428,BLUTI,11,8,9,NE,9.313432836,11,-3.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,429,PIEFL,7,7,27,NE,7.015384615,7,10.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,430,BLUTI,8,4,20,NE,9.313432836,8,4.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,431,PIEFL,6,4,35,NE,7.015384615,6,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,432,BLUTI,9,6,26,NE,9.313432836,9,11.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,433,PIEFL,6,2,45,NE,7.015384615,6,27.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,434,BLUTI,9,1,6,NE,9.313432836,9,-8.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,435,BLUTI,9,5,8,NE,9.313432836,9,-6.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,436,GRETI,7,NA,14,NE,7.291666667,7,-2.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,437,PIEFL,8,7,33,NE,7.015384615,8,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,439,BLUTI,14,10,13,NE,9.313432836,14,3.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,440,PIEFL,8,6,33,NE,7.015384615,8,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,441,GRETI,9,5,22,NE,7.291666667,9,7.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,443,BLUTI,11,8,18,NE,9.313432836,11,5.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,444,PIEFL,6,0,45,JD,7.015384615,6,27.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,445,BLUTI,9,2,23,NE,9.313432836,9,8.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,447,BLUTI,11,0,16,JD,9.313432836,11,3.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,448,BLUTI,8,6,27,NE,9.313432836,8,11.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,449,BLUTI,11,6,5,NE,9.313432836,11,-7.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,450,PIEFL,8,5,30,NE,7.015384615,8,14.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,451,GRETI,9,5,21,NE,7.291666667,9,6.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,452,BLUTI,11,6,11,NE,9.313432836,11,-1.495521228,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,455,PIEFL,7,0,35,JD,7.015384615,7,18.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,457,PIEFL,7,6,34,NE,7.015384615,7,17.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,459,PIEFL,8,7,28,NE,7.015384615,8,12.50447877,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
YARNER,2019,47.49552123,45.27760254,49.65528587,438.34573,251.4292183,777.1609332,460,BLUTI,12,7,20,NE,9.313432836,12,8.504478772,6.083007937,5.227767506,6.359066879,10.1839626,13.05100953,15.46648094,17.71693573,9.13938852,10.91277391,13.95044917,10.02608121,5.793417192,14.25874524
