site,year,peak_cater_fit,peak_cater_lwr,peak_cater_upr,height_cater_fit,height_cater_lwr,height_cater_upr,box,species,cltsize,fledged,dfe,outcome,avg_cltsize,cltsize_final,mismatch_cater,height_cater_log,mean_tasmin_April,mean_tasmin_May,mean_tasmin_June,mean_tasmax_April,mean_tasmax_May,mean_tasmax_June,tasmean_April,tasmean_May,tasmean_June,tasmean_AprMay,mean_tasmin_AprMay,mean_tasmax_AprMay
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,F4,GRETI,7,7,25,NE,7.5625,7,14.52957017,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R1,BLUTI,NA,4,21,NE,8.37037037,8.37037037,11.89994054,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R10,BLUTI,11,11,20,NE,8.37037037,11,13.52957017,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R11,GRETI,10,10,28,NE,7.5625,10,20.52957017,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R12,BLUTI,9,2,23,NE,8.37037037,9,14.52957017,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R14,GRETI,6,4,27,NE,7.5625,6,15.52957017,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R4,BLUTI,NA,0,21,JD,8.37037037,8.37037037,11.89994054,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R8,BLUTI,11,4,24,NE,8.37037037,11,17.52957017,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2019,41.47042983,39.55163545,43.16454603,454.2721791,283.6645222,709.8310614,R9,BLUTI,NA,5,20,NE,8.37037037,8.37037037,10.89994054,6.118696532,4.32561365,5.900929196,10.04925645,14.0021639,16.72945354,18.61307977,9.163888775,11.31519137,14.33116811,10.23954007,5.113271423,15.36580872
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,414,PIEFL,6,1,47,NE,6.272727273,6,14.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,416,PIEFL,6,5,44,NE,6.272727273,6,11.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,431,PIEFL,6,3,47,NE,6.272727273,6,14.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,45,PIEFL,7,7,42,NE,6.272727273,7,10.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,191,PIEFL,7,6,43,NE,6.272727273,7,11.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,20,PIEFL,6,4,50,NE,6.272727273,6,17.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,R3,PIEFL,6,2,44,NE,6.272727273,6,11.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,411,PIEFL,7,5,47,NE,6.272727273,7,15.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,441,PIEFL,7,7,45,NE,6.272727273,7,13.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,437,PIEFL,7,7,47,NE,6.272727273,7,15.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,433,PIEFL,6,0,50,JD,6.272727273,6,17.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,212,PIEFL,6,6,65,NE,6.272727273,6,32.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,R6,PIEFL,6,1,44,NE,6.272727273,6,11.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,90,PIEFL,6,6,44,NE,6.272727273,6,11.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,R5,PIEFL,NA,0,49,JD,6.272727273,6.272727273,16.75265544,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,346,PIEFL,6,0,52,JD,6.272727273,6,19.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,25,PIEFL,NA,6,48,NE,6.272727273,6.272727273,15.75265544,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,183,PIEFL,6,6,42,NE,6.272727273,6,9.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,190,PIEFL,5,5,46,NE,6.272727273,5,12.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,248,PIEFL,7,7,44,NE,6.272727273,7,12.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,251,PIEFL,7,7,48,NE,6.272727273,7,16.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,255,PIEFL,6,3,47,NE,6.272727273,6,14.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,89,PIEFL,6,5,49,NE,6.272727273,6,16.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2021,62.52007183,60.70709158,64.32782759,292.1490749,182.726014,456.8371169,171,PIEFL,6,6,50,NE,6.272727273,6,17.47992817,5.677264203,0.90810495,5.751846258,10.87952968,12.20440426,14.66914951,20.32660622,6.556254605,10.21049789,15.60306795,8.383376245,3.329975604,13.43677689
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,324,PIEFL,7,0,31,JD,7.066666667,7,16.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,336,PIEFL,6,0,62,JD,7.066666667,6,46.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,131,PIEFL,7,2,39,NE,7.066666667,7,24.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,157,PIEFL,7,0,36,JD,7.066666667,7,21.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,254,PIEFL,6,4,39,NE,7.066666667,6,23.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,89,PIEFL,8,2,35,NE,7.066666667,8,21.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,91,PIEFL,NA,3,36,NE,7.066666667,7.066666667,21.26216116,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,107,PIEFL,9,4,42,NE,7.066666667,9,29.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,190,PIEFL,NA,6,32,NE,7.066666667,7.066666667,17.26216116,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,416,PIEFL,7,6,39,NE,7.066666667,7,24.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,421,PIEFL,7,2,39,NE,7.066666667,7,24.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,239,PIEFL,7,3,41,NE,7.066666667,7,26.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,411,PIEFL,7,2,38,NE,7.066666667,7,23.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2022,45.80450551,43.82561632,47.73346167,374.0263652,226.8270687,605.2287083,288,PIEFL,7,4,39,NE,7.066666667,7,24.19549449,5.92432629,3.855306475,8.443353337,9.62142314,14.25043532,17.45712018,19.99496569,9.052870898,12.95023676,14.80819442,11.00155383,6.149329906,15.85377775
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,HIGH-005,GRETI,NA,6,19,NE,6.896551724,6.896551724,-7.871610955,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,HIGH-065,GRETI,6,6,25,NE,6.896551724,6,-2.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-012,GRETI,8,3,30,NE,6.896551724,8,4.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-016,BLUTI,NA,5,33,NE,8.592105263,8.592105263,7.823942584,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-017,BLUTI,NA,7,31,NE,8.592105263,8.592105263,5.823942584,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-018,GRETI,8,7,22,NE,6.896551724,8,-3.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-021,GRETI,8,5,30,NE,6.896551724,8,4.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-025,GRETI,7,3,36,NE,6.896551724,7,9.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-027,BLUTI,10,5,32,NE,8.592105263,10,8.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-029,BLUTI,NA,7,26,NE,8.592105263,8.592105263,0.823942584,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-034,BLUTI,6,4,26,NE,8.592105263,6,-1.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-035,BLUTI,9,7,19,NE,8.592105263,9,-5.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-036,BLUTI,9,7,26,NE,8.592105263,9,1.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-037,BLUTI,5,0,36,NE,8.592105263,5,7.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-044,PIEFL,8,7,35,NE,6.647058824,8,9.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-051,GRETI,6,2,24,NE,6.896551724,6,-3.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-054,BLUTI,8,5,34,NE,8.592105263,8,8.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-058,PIEFL,5,5,63,NE,6.647058824,5,34.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-061,BLUTI,10,2,22,NE,8.592105263,10,-1.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-074,GRETI,8,6,35,NE,6.896551724,8,9.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-077,GRETI,NA,7,30,NE,6.896551724,6.896551724,3.128389045,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-083,BLUTI,11,4,23,NE,8.592105263,11,0.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-084,GRETI,7,0,40,ED,6.896551724,7,13.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-085,PIEFL,6,3,39,NE,6.647058824,6,11.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-087,BLUTI,8,3,30,NE,8.592105263,8,4.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-090,GRETI,7,4,26,NE,6.896551724,7,-0.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-091,PIEFL,7,4,40,NE,6.647058824,7,13.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-093,BLUTI,9,7,35,NE,8.592105263,9,10.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-096,BLUTI,NA,0,33,JD,8.592105263,8.592105263,7.823942584,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-111,PIEFL,6,4,39,NE,6.647058824,6,11.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-114,BLUTI,8,3,26,NE,8.592105263,8,0.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-123,BLUTI,9,7,20,NE,8.592105263,9,-4.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-125,PIEFL,6,6,43,NE,6.647058824,6,15.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-128,BLUTI,6,6,24,NE,8.592105263,6,-3.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-129,BLUTI,8,6,24,NE,8.592105263,8,-1.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-132,BLUTI,NA,6,26,NE,8.592105263,8.592105263,0.823942584,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-133,BLUTI,7,7,20,NE,8.592105263,7,-6.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-150,GRETI,7,6,21,NE,6.896551724,7,-5.76816268,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
NAGSHEAD,2023,57.76816268,56.02807604,59.6165492,405.7592104,255.159105,626.6283098,NAGS-151,PIEFL,6,4,43,NE,6.647058824,6,15.23183732,6.005759906,4.060708629,7.290028601,11.61501964,12.78697224,18.12596448,22.91889386,8.423840435,12.70799654,17.26695675,10.56591849,5.675368615,15.45646836
