BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DAR,N1,DFE,DH,MinEggs,UnHatch,AverageMass,Outcome,MaleID,MaleDate,MaleRingDate,MaleStatus,MaleMinAge,FemaleID,FemaleDate,FemaleRingDate,FemaleStatus,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Young11,Weight.Y1,Tarsus.Y1,Weight.Y2,Tarsus.Y2,Weight.Y3,Tarsus.Y3,Weight.Y4,Tarsus.Y4,Weight.Y5,Tarsus.Y5,Weight.Y6,Tarsus.Y6,Weight.Y7,Tarsus.Y7,Weight.Y8,Tarsus.Y8,Weight.Y9,Tarsus.Y9,Weight.Y10,Tarsus.Y10,Weight.Y11,Tarsus.Y11
5161,2011,114,YAR,PIEFL,1,8,,0,,,37,57,,,,JD,L422519,20/05/2011,11/06/2010,R,1,L261543,02/06/2011,18/05/2010,S,2,06/06/2011,Y115906,Y115907,Y115908,Y115909,Y115910,Y115911,Y115912,,,,,11.21,,10.76,,11.9,,11.45,,10.86,,12.15,,,,,,,,,,,
5162,2011,115,YAR,PIEFL,1,6,4,2,,,45,62,,,,NE,L261974,08/06/2011,07/06/2010,R,1,V715915,21/05/2011,22/05/2008,S,4,11/06/2011,Y115996,Y115997,Y115998,,,,,,,,,12.08,,11.41,,10.27,,,,,,,,,,,,,,,,,
5163,2011,116,YAR,PIEFL,1,6,,0,,,46,64,,,,JD,L422579,20/05/2011,11/06/2010,R,1,X106734,21/05/2011,12/06/2008,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,2011,117,YAR,BLUTI,1,7,,,,,13,32,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,2011,118,YAR,BLUTI,1,11,,10,,,13,36,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,2011,120,YAR,PIEFL,1,7,7,6,,,29,48,,,,NE,L555863,24/05/2011,24/05/2011,I,1,L555804,09/05/2011,09/05/2011,I,1,28/05/2011,L555976,L555977,L555978,L555979,L555980,L555981,L555982,,,,,12.29,,12.12,,13,,12.62,,9.63,,12.81,,12.11,,,,,,,,,
5167,2011,122,YAR,BLUTI,1,7,,5,,,24,45,,,,NE,,,,,,X533070,15/05/2011,01/05/2009,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,2011,123,YAR,PIEFL,1,8,,2,,,26,46,,,,NE,L555848,22/05/2011,22/05/2011,I,1,V715519,06/05/2011,31/05/2007,S,4,26/05/2011,L555884,L555885,L555886,L555887,L555888,L555889,,,,,,9.52,,10.42,,12.52,,10.69,,10.98,,12.52,,,,,,,,,,,
5169,2011,125,YAR,PIEFL,1,5,,4,,,33,50,,,,NE,V715974,26/05/2011,03/06/2008,S,3,L555810,10/05/2011,10/05/2011,I,1,30/05/2011,Y134289,Y134290,Y134291,Y134292,,,,,,,,13.45,,13.54,,13.65,,13.7,,,,,,,,,,,,,,,
5170,2011,126,YAR,GRETI,1,7,,,,,26,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,2011,127,YAR,COATI,1,10,8,8,,,11,,,2,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,2011,131,YAR,PIEFL,2,3,3,3,,,38,57,,,,NE,V715935,02/06/2011,03/06/2008,S,3,L261529,09/05/2011,17/05/2010,S,2,06/06/2011,Y115913,Y115914,Y115915,,,,,,,,,14.63,,14.69,,15.02,,,,,,,,,,,,,,,,,
5173,2011,132,YAR,PIEFL,1,,0,0,,,,,1,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,2011,202,YAR,PIEFL,1,7,2,2,,,29,50,,,,NE,X533167,26/05/2011,30/05/2009,S,3,L261976,07/05/2011,07/06/2010,R,1,30/05/2011,Y134293,Y134294,,,,,,,,,,14.97,,14.66,,,,,,,,,,,,,,,,,,,
5175,2011,203,YAR,BLUTI,1,12,,,,,8,32,,1,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,2011,204,YAR,BLUTI,1,9,,8,,,15,36,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,2011,206,YAR,PIEFL,2,7,,0,,,43,61,,,,JD,Y134492,05/06/2011,05/06/2011,I,1,L261533,21/05/2011,17/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,2011,208,YAR,PIEFL,1,,0,0,,,,,5,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,2011,210,YAR,PIEFL,1,6,6,0,,,52,71,,,,JD,L422630,17/06/2011,15/06/2010,S,2,L555923,27/05/2011,27/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,2011,211,YAR,PIEFL,1,7,6,5,,,26,47,,,,NE,L555852,23/05/2011,23/05/2011,I,1,L555782,06/05/2011,06/05/2011,I,1,27/05/2011,L555919,L555920,L555921,L555922,L556000,,,,,,,14.21,,14.46,,13.48,,14.97,,13.64,,,,,,,,,,,,,
5181,2011,213,YAR,BLUTI,1,8,,8,,,12,35,,,,NE,,,,,,L261501,04/05/2011,01/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,2011,214,YAR,PIEFL,1,7,7,7,,,33,52,,,,NE,L422550,27/05/2011,11/06/2010,S,2,L555808,09/05/2011,09/05/2011,I,1,01/06/2011,Y134434,Y134435,Y134436,Y134437,Y134438,Y134439,Y134440,,,,,14.1,,13.93,,13.86,,13.45,,14.19,,11.1,,12.95,,,,,,,,,
5183,2011,216,YAR,PIEFL,1,6,,4,,,45,64,,1,,NE,V715947,09/06/2011,03/06/2008,R,3,X533128,21/05/2011,21/05/2009,S,3,11/06/2011,Y272501,Y272502,Y272503,Y272504,,,,,,,,11.32,,12.68,,12.7,,11.57,,,,,,,,,,,,,,,
5184,2011,217,YAR,BLUTI,1,12,,11,,,15,41,,,,NE,,,,,,L555803,09/05/2011,09/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,2011,218,YAR,PIEFL,1,8,,0,,,35,60,,1,,JD,L261983,04/06/2011,08/06/2010,S,2,J612941,16/05/2011,14/06/2009,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,2011,219,YAR,MARTI,1,7,7,7,,,18,38,,,,NE,,,,,,L555807,09/05/2011,09/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,2011,220,YAR,NUTHA,1,6,,0,,,,,,,,JD,,,,,,TJ71474,15/05/2011,15/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,2011,221,YAR,PIEFL,1,7,7,7,,,30,49,,,,NE,R723456,23/05/2011,07/06/2005,S,6,L261530,09/05/2011,17/05/2010,S,2,29/05/2011,Y134209,Y134210,Y134211,Y134212,Y134213,Y134214,Y134215,,,,,13.64,,14.29,,13.92,,13.48,,14.28,,15.19,,14.08,,,,,,,,,
5189,2011,222,YAR,PIEFL,1,8,,7,,,25,45,,,,NE,X533311,23/05/2011,08/06/2009,S,3,L555783,06/05/2011,06/05/2011,I,1,25/05/2011,L555875,L555876,L555877,L555878,L555879,L555880,L555881,,,,,13.6,,13.3,,12.85,,13.5,,13.7,,13.4,,13.85,,,,,,,,,
5190,2011,224,YAR,PIEFL,1,7,,6,,,30,49,,,,NE,L422618,26/05/2011,15/06/2010,S,2,L555793,07/05/2011,07/05/2011,I,1,29/05/2011,Y134216,Y134217,Y134218,Y134219,Y134220,Y134300,,,,,,14.2,,15.37,,13.35,,15.92,,15.04,,15.04,,,,,,,,,,,
5191,2011,225,YAR,BLUTI,1,8,,4,,,27,48,,,,NE,,,,,,L555811,10/05/2011,10/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,2011,226,YAR,BLUTI,1,9,,8,,,19,40,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,2011,227,YAR,PIEFL,2,5,,4,,,36,53,,,,NE,L261984,28/05/2011,08/06/2010,S,2,X106562,13/05/2011,03/06/2008,S,3,02/06/2011,Y134453,Y134454,Y134455,Y134456,,,,,,,,15.06,,15.13,,15.48,,15.9,,,,,,,,,,,,,,,
5194,2011,228,YAR,PIEFL,1,,0,0,,,27,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,2011,230,YAR,BLUTI,1,9,,8,,,16,37,,,,NE,,,,,,X533079,07/05/2011,03/05/2009,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,2011,231,YAR,BLUTI,1,5,,4,,,17,35,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,2011,232,YAR,PIEFL,1,6,6,6,,,28,49,,,,NE,L555861,24/05/2011,24/05/2011,I,1,L555800,09/05/2011,09/05/2011,I,1,29/05/2011,Y134221,Y134222,Y134223,Y134224,Y134225,Y134226,,,,,,13.88,,13.77,,14.23,,14.01,,14.26,,15.02,,,,,,,,,,,
5198,2011,233,YAR,BLUTI,1,9,,8,,,15,36,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,2011,234,YAR,PIEFL,1,7,7,7,,,28,47,,,,NE,X106705,24/05/2011,10/06/2008,S,3,X533099,16/05/2011,15/05/2009,S,3,27/05/2011,L555924,L555925,L555926,L555927,L555928,L555929,L555999,,,,,14.8,,14.79,,12.88,,14.55,,12.43,,14.36,,14.36,,,,,,,,,
5200,2011,236,YAR,PIEFL,1,7,7,7,,,31,52,,,,NE,X533307,27/05/2011,08/06/2009,S,3,X533126,09/05/2011,20/05/2009,S,3,01/06/2011,Y134442,Y134443,Y134444,Y134445,Y134446,Y134447,Y134448,,,,,14.27,,14.69,,14.89,,14.44,,14.67,,14.78,,14.11,,,,,,,,,
5201,2011,237,YAR,BLUTI,1,11,,5,,,21,44,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,2011,238,YAR,BLUTI,1,8,8,8,,,15,37,,,,NE,,,,,,unringed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,2011,239,YAR,BLUTI,1,8,8,8,,,13,36,,,,NE,,,,,,L261528,01/05/2011,15/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,2011,240,YAR,BLUTI,1,10,,9,,,18,40,,,,NE,,,,,,L555812,10/05/2011,10/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,2011,241,YAR,PIEFL,1,8,8,8,,,30,50,,,,NE,L555882,25/05/2011,25/05/2011,I,1,V743914,10/05/2011,20/06/2009,I,2,30/05/2011,Y134310,Y134311,Y134312,Y134313,Y134314,Y134315,Y134316,Y134317,,,,13.57,,13.98,,14.24,,13.25,,13.53,,13.25,,14.05,,14.29,,,,,,,
5206,2011,242,YAR,BLUTI,1,7,7,7,,,14,35,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,2011,243,YAR,PIEFL,1,7,7,7,,,30,50,,,,NE,L261703,25/05/2011,02/06/2010,S,2,L555813,10/05/2011,10/05/2011,I,1,30/05/2011,Y134303,Y134304,Y134305,Y134306,Y134307,Y134308,Y134309,,,,,13.87,,13.37,,15.35,,13.85,,13.3,,13.2,,14.09,,,,,,,,,
5208,2011,246,YAR,PIEFL,1,7,,4,,,43,60,,,,NE,V715537,04/06/2011,02/06/2007,S,4,X533140,04/06/2011,25/05/2009,S,3,09/06/2011,Y115955,Y115956,Y115957,Y115958,Y115959,,,,,,,11.96,,12.35,,13.99,,13.02,,,,,,,,,,,,,,,
5209,2011,248,YAR,PIEFL,1,7,,0,,,42,61,,,,JD,Y134471,04/06/2011,04/06/2011,I,1,V725924,21/05/2011,08/06/2009,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,2011,249,YAR,REDST,1,7,6,6,,,23,,,1,,NE,,,,,,V272004,24/05/2011,05/06/2006,R,5,21/05/2011,L555836,L555837,L555838,L555839,L555840,L555841,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,2011,250,YAR,PIEFL,1,7,7,7,,,30,50,,,,NE,L555862,24/05/2011,24/05/2011,I,1,X533379,09/05/2011,10/06/2009,S,2,30/05/2011,Y134295,Y134296,Y134297,Y134298,Y134299,Y134301,Y134302,,,,,13.2,,12.47,,12.38,,12.72,,12.72,,12.62,,12.73,,,,,,,,,
5212,2011,301,YAR,PIEFL,1,7,7,7,,,27,48,,,,NE,X533308,24/05/2011,08/06/2009,S,3,L261544,06/05/2011,18/05/2010,S,2,28/05/2011,L555991,L555992,L555993,L555994,L555995,L555996,L555997,,,,,13.28,,13.44,,11.97,,13.73,,13.64,,12.87,,13.02,,,,,,,,,
5213,2011,302,YAR,BLUTI,1,7,7,7,,,25,45,,,,NE,,,,,,X533098,09/05/2011,15/05/2009,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,2011,306,YAR,BLUTI,1,10,10,10,,,16,38,,,,NE,,,,,,L261521,09/05/2011,09/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,2011,307,YAR,PIEFL,1,8,,7,,,30,51,,,,NE,V715961,28/05/2011,03/06/2008,S,3,V743815,15/05/2011,25/08/2009,S,2,31/05/2011,Y134345,Y134346,Y134347,Y134348,Y134349,Y134350,Y134351,,,,,11.68,,12.83,,11.86,,11.99,,12.3,,12.56,,12.9,,,,,,,,,
5216,2011,308,YAR,GRETI,1,10,,,,,14,,,,,OU,,,,,,L555777,02/05/2011,02/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,2011,309,YAR,PIEFL,2,4,4,3,,,61,78,,,,NE,L261791,20/06/2011,04/06/2010,R,1,L261971,20/06/2011,07/06/2010,S,2,27/06/2011,Y272568,Y272569,Y272570,,,,,,,,,12.75,,12.65,,13.48,,,,,,,,,,,,,,,,,
5218,2011,310,YAR,BLUTI,1,7,7,7,,,21,40,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,2011,312,YAR,PIEFL,1,7,7,7,,,28,48,,,,NE,X533143,24/05/2011,29/05/2009,S,3,L555778,02/05/2011,02/05/2011,I,1,28/05/2011,L555998,Y134201,Y134202,Y134203,Y134204,Y134205,Y134206,,,,,11.88,,12.86,,10.01,,12.68,,12.39,,12.19,,12.08,,,,,,,,,
5220,2011,315,YAR,PIEFL,1,7,7,7,,,28,48,,,,NE,L261985,24/05/2011,08/06/2010,S,2,L422503,07/05/2011,11/06/2010,R,1,28/05/2011,L555983,L555984,L555985,L555986,L555987,L555988,L555989,,,,,12.69,,12.85,,12.9,,12.28,,12.77,,12.61,,12.79,,,,,,,,,
5221,2011,316,YAR,BLUTI,1,11,11,10,,,22,45,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,2011,317,YAR,BLUTI,1,8,8,8,,,23,43,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,2011,318,YAR,BLUTI,1,10,,0,,,14,37,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,2011,319,YAR,PIEFL,1,7,6,6,,,30,51,,1,,NE,L555990,28/05/2011,28/05/2011,I,1,L261898,07/05/2011,06/06/2010,R,1,31/05/2011,Y134352,Y134353,Y134354,Y134355,Y134356,Y134357,,,,,,11.77,,12.96,,11.33,,12.48,,11.26,,13.5,,,,,,,,,,,
5225,2011,321,YAR,BLUTI,1,8,8,8,,,13,37,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,2011,322,YAR,BLUTI,1,12,,8,,,14,38,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,2011,323,YAR,BLUTI,1,11,11,11,,,13,37,,,,NE,,,,,,L261526,06/05/2011,15/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,2011,325,YAR,BLUTI,1,10,,9,,,21,43,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,2011,326,YAR,BLUTI,1,6,,2,,,32,51,,,,NE,,,,,,L261548,21/05/2011,20/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,2011,328,YAR,PIEFL,1,6,6,5,,,31,50,,,,NE,,,,,,X106606,09/05/2011,05/06/2008,S,3,30/05/2011,Y134318,Y134319,Y134320,Y134321,Y134322,,,,,,,12.11,,13.17,,11.5,,10.73,,11.72,,,,,,,,,,,,,
5231,2011,329,YAR,BLUTI,1,8,8,8,,,22,43,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,2011,331,YAR,PIEFL,2,,0,0,,,60,,,3,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5233,2011,331,YAR,BLUTI,1,,0,0,,,,,,1,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,2011,332,YAR,PIEFL,1,7,7,7,,,27,47,,,,NE,L555860,23/05/2011,23/05/2011,I,1,L261525,12/05/2011,14/05/2010,S,2,27/05/2011,L555930,L555931,L555932,L555933,L555934,L555935,L555936,,,,,13.27,,13.37,,13.4,,13.3,,13.04,,13.42,,14.02,,,,,,,,,
5235,2011,333,YAR,BLUTI,1,9,,,,,25,46,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,2011,334,YAR,PIEFL,1,7,,5,,,33,53,,1,,NE,X533216,28/05/2011,05/06/2009,S,3,V725518,11/05/2011,08/06/2008,S,3,02/06/2011,Y134460,Y134461,Y134462,Y134463,Y134464,,,,,,,12.65,,13.65,,14.82,,14.49,,14.88,,,,,,,,,,,,,
5237,2011,335,YAR,PIEFL,1,7,,2,,,42,61,,,,NE,L422549,05/06/2011,11/06/2010,R,1,L555842,21/05/2011,21/05/2011,I,1,10/06/2011,Y115975,Y115976,Y115977,,,,,,,,,11.6,,10.37,,11.83,,,,,,,,,,,,,,,,,
5238,2011,336,YAR,BLUTI,1,7,,,,,28,47,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,2011,337,YAR,BLUTI,1,8,8,8,,,13,33,,,,NE,,,,,,L261505,04/05/2011,01/05/2010,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5240,2011,338,YAR,PIEFL,1,7,,0,,,35,54,,,,JD,,,,,,L261971,12/05/2011,07/06/2010,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5241,2011,339,YAR,BLUTI,1,9,,7,,,14,35,,,,NE,,,,,,unringed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5242,2011,340,YAR,PIEFL,1,7,,6,,,31,51,,,,NE,V715976,27/05/2011,03/06/2008,S,3,L555799,09/05/2011,09/05/2011,I,1,31/05/2011,Y134358,Y134359,Y134360,Y134361,Y134362,Y134363,,,,,,13.6,,13.42,,14.71,,14.31,,14.6,,13.32,,,,,,,,,,,
5243,2011,342,YAR,BLUTI,1,11,,4,,,12,39,,,,NE,,,,,,L555784,06/05/2011,06/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,2011,343,YAR,BLUTI,1,10,10,,,,13,37,,,,OU,,,,,,V014987,04/05/2011,08/02/2010,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,2011,344,YAR,PIEFL,1,7,7,7,,,30,51,,,,NE,X533365,27/05/2011,10/06/2009,R,2,L261747,13/05/2011,03/06/2010,R,1,31/05/2011,Y134364,Y134365,Y134366,Y134367,Y134368,Y134369,Y134370,,,,,12.27,,12.1,,12.57,,12.49,,12.88,,11.83,,12.31,,,,,,,,,
5246,2011,345,YAR,BLUTI,1,8,,7,,,23,43,,,,NE,,,,,,L555817,13/05/2011,13/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5247,2011,348,YAR,PIEFL,1,8,8,8,,,27,47,,,,NE,V715955,24/05/2011,03/06/2008,R,3,X533130,04/05/2011,21/05/2009,S,3,27/05/2011,L555937,L555938,L555939,L555940,L555941,L555942,L555943,L555944,,,,13.54,,13.68,,12.52,,13.04,,13.21,,13.27,,13.07,,12.63,,,,,,,
5248,2011,349,YAR,BLUTI,1,8,,7,,,18,38,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5249,2011,350,YAR,PIEFL,1,7,6,6,,,,50,,,,NE,L555883,25/05/2011,25/05/2011,I,1,L555809,10/05/2011,10/05/2011,I,1,30/05/2011,Y134323,Y134324,Y134325,Y134326,Y134327,Y134328,,,,,,12.19,,13.38,,10.79,,11.43,,11.55,,10.08,,,,,,,,,,,
5250,2011,353,YAR,BLUTI,1,8,,7,,,15,36,,,,NE,,,,,,L555785,06/05/2011,06/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,2011,354,YAR,PIEFL,1,8,,6,,,30,51,,,,NE,X106642,26/05/2011,06/06/2008,S,3,L555805,09/05/2011,09/05/2011,I,1,31/05/2011,Y134371,Y134372,Y134373,Y134374,Y134375,Y134376,Y134377,,,,,11.22,,12.82,,12.74,,11.98,,11.48,,12.97,,12,,,,,,,,,
5252,2011,355,YAR,BLUTI,1,11,11,11,,,14,37,,,,NE,,,,,,X533100,01/05/2011,15/05/2009,S,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5253,2011,401,YAR,BLUTI,1,12,,11,,,13,37,,,,NE,,,,,,L555788,07/05/2011,07/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5254,2011,402,YAR,BLUTI,1,12,,7,,,16,40,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5255,2011,404,YAR,PIEFL,1,7,7,7,,,30,50,,,,NE,L261688,26/05/2011,01/06/2010,S,2,L555789,07/05/2011,07/05/2011,I,1,30/05/2011,Y134329,Y134330,Y134331,Y134332,Y134333,Y134334,Y134335,,,,,13.06,,12.59,,12.64,,12.85,,12.97,,11.08,,13.52,,,,,,,,,
5256,2011,407,YAR,BLUTI,1,12,,,,,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,2011,409,YAR,BLUTI,1,10,10,,,,18,41,,,,OU,,,,,,L555779,03/05/2011,03/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5258,2011,411,YAR,BLUTI,1,10,,4,,,21,43,,,,NE,,,,,,L555815,13/05/2011,13/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5259,2011,412,YAR,BLUTI,1,11,,8,,,13,36,,2,,NE,,,,,,L555786,06/05/2011,06/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5260,2011,413,YAR,BLUTI,1,11,,2,,,17,40,,,,NE,,,,,,L555814,10/05/2011,10/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5261,2011,416,YAR,NUTHA,1,7,,,,,,,,,,OU,,,,,,TJ71473,06/05/2011,06/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5262,2011,417,YAR,BLUTI,1,10,,0,,,21,43,,,,JD,,,,,,L555816,13/05/2011,13/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5263,2011,418,YAR,PIEFL,1,6,6,4,,,39,57,,,,NE,L261756,02/06/2011,03/06/2010,R,1,Y134457,02/06/2011,02/06/2011,I,1,06/06/2011,Y115901,Y115902,Y115903,Y115904,Y115905,Y134500,,,,,,12.74,,12.28,,12.86,,11.35,,12.01,,,,,,,,,,,,,
5264,2011,419,YAR,BLUTI,1,11,,7,,,15,38,,1,,NE,,,,,,V014946,09/05/2011,27/01/2010,I,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5265,2011,420,YAR,BLUTI,1,13,,5,,,19,45,,,,NE,,,,,,unringed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,2011,422,YAR,BLUTI,1,11,11,11,,,14,37,,,,NE,,,,,,L555790,07/05/2011,07/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,2011,423,YAR,PIEFL,1,,0,0,,,29,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5268,2011,424,YAR,NUTHA,1,5,,,,,16,,,,,OU,,,,,,TJ71472,04/05/2011,04/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5269,2011,425,YAR,BLUTI,1,8,,0,,,15,36,,,,JP,,,,,,L555787,06/05/2011,06/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5270,2011,426,YAR,PIEFL,1,7,,2,,,,60,,1,,NE,L261957,06/06/2011,07/06/2010,R,1,L555849,22/05/2011,22/05/2011,I,1,09/06/2011,Y115944,Y115945,Y115946,Y115947,Y115948,,,,,,,11.89,,9.14,11.53,11.38,,,,12.82,,,,,,,,,,,,,
5271,2011,427,YAR,BLUTI,1,8,,7,,,18,38,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5272,2011,428,YAR,BLUTI,1,10,10,9,,,18,40,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5273,2011,429,YAR,BLUTI,1,9,,0,,,24,45,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5274,2011,430,YAR,BLUTI,1,10,,,,,16,38,,,,OU,,,,,,L555795,09/05/2011,09/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5275,2011,431,YAR,BLUTI,1,11,,10,,,16,39,,,,NE,,,,,,L555796,09/05/2011,09/05/2011,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5276,2011,432,YAR,PIEFL,2,5,5,3,,,63,81,,,,NE,Y272571,27/06/2011,27/06/2011,I,1,Y115928,07/06/2011,07/06/2011,I,1,30/06/2011,Y272581,Y272582,Y272583,Y272584,,,,,,,,10.1,,12.3,,11.3,,10.7,,,,,,,,,,,,,,,
5277,2011,433,YAR,BLUTI,1,9,,7,,,22,43,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5278,2011,434,YAR,BLUTI,1,9,,,,,19,42,,,,NE,,,,,,V143153,12/05/2011,16/02/2011,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
