BroodID,Year,Box,Popn,Species,CltCd,CltSize,Hatch,Fledged,DAR,N1,DFE,DH,MinEggs,UnHatch,AverageMass,Outcome,MaleID,MaleDate,MaleRingDate,MaleStatus,MaleMinAge,FemaleID,FemaleDate,FemaleRingDate,FemaleStatus,FemaleMinAge,YoungDate,Young1,Young2,Young3,Young4,Young5,Young6,Young7,Young8,Young9,Young10,Young11,Weight.Y1,Tarsus.Y1,Weight.Y2,Tarsus.Y2,Weight.Y3,Tarsus.Y3,Weight.Y4,Tarsus.Y4,Weight.Y5,Tarsus.Y5,Weight.Y6,Tarsus.Y6,Weight.Y7,Tarsus.Y7,Weight.Y8,Tarsus.Y8,Weight.Y9,Tarsus.Y9,Weight.Y10,Tarsus.Y10,Weight.Y11,Tarsus.Y11
120,1966,FOUR-18,YAR,PIEFL,1,7,7,7,,,,,,,,NE,AH03654,15/06/1966,12/06/1965,R,1,HC10328,02/06/1966,02/06/1966,I,1,16/06/1966,HC10492,HC10493,HC10494,HC10495,HC10496,HC10497,HC10498,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1966,FOUR-20,YAR,PIEFL,1,7,,5,,,47,,,,,NE,HC10431,08/06/1966,08/06/1966,I,1,HC10326,26/05/1966,26/05/1966,I,1,15/06/1966,HC10463,HC10464,HC10465,HC10466,HC10467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1966,FOUR-23,YAR,BLUTI,1,9,9,9,,,30,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1966,FOUR-24,YAR,BLUTI,1,12,,9,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1966,FOUR-25,YAR,BLUTI,1,10,10,10,,,31,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1966,FOUR-26,YAR,PIEFL,1,7,,4,,,51,69,,,,NE,HC10441,10/06/1966,10/06/1966,I,1,HC10325,26/05/1966,26/05/1966,I,1,15/06/1966,HC10458,HC10459,HC10460,HC10461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1966,FOUR-27,YAR,NUTHA,1,4,4,4,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1966,FOUR-30s,YAR,NUTHA,1,8,8,,,,,,,,,OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1966,natural,YAR,REDST,1,7,5,4,,,,,,,,NE,,,,,,,,,,,03/06/1966,HC10338,HC10339,HC10340,HC10341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1966,natural,YAR,REDST,1,7,5,5,,,49,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1966,THREE-1,YAR,PIEFL,1,6,6,6,,,48,,,,,NE,HC10430,06/06/1966,06/06/1966,I,1,HC10321,23/05/1966,23/05/1966,I,1,15/06/1966,HC10452,HC10453,HC10454,HC10455,HC10456,HC10457,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1966,THREE-3,YAR,MARTI,1,10,10,7,,,30,,,,,NE,,,,,,,,,,,,HC10412,HC10413,HC10414,HC10415,HC10416,HC10417,HC10418,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1966,THREE-5,YAR,GRETI,1,8,0,0,,,27,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1966,TWO-10,YAR,REDST,1,7,7,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1967,2,YAR,PIEFL,1,6,6,6,,,56,,,,,NE,HE14608,13/06/1967,13/06/1967,I,1,HE14524,31/05/1967,31/05/1967,I,1,22/06/1967,HE14634,HE14635,HE14636,HE14637,HE14638,HE14639,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1967,6,YAR,PIEFL,1,6,,4,,,55,,,,,NE,HC10496,13/06/1967,16/06/1966,R,1,HE14523,31/05/1967,31/05/1967,I,1,22/06/1967,HE14630,HE14631,HE14632,HE14633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1967,11,YAR,PIEFL,1,7,,6,,,43,,,,,NE,HC10448,10/06/1967,15/06/1966,R,1,HC10320,10/06/1967,18/05/1966,S,2,10/06/1967,HE14548,HE14549,HE14550,HE14551,HE14552,HE14553,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1967,18,YAR,PIEFL,1,6,6,6,,,45,,,,,NE,HE14527,04/06/1967,04/06/1967,I,1,HE14520,20/05/1967,20/05/1967,I,1,10/06/1967,HE14568,HE14569,HE14570,HE14571,HE14572,HE14573,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1967,25,YAR,PIEFL,1,6,6,6,,,45,,,,,NE,AH03607,13/06/1967,17/06/1963,R,4,AH03648,13/06/1967,08/06/1965,S,3,10/06/1967,HE14602,HE14603,HE14604,HE14605,HE14606,HE14607,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1967,33,YAR,PIEFL,1,7,7,7,,,43,,,,,NE,HC10327,08/06/1967,31/05/1966,S,2,AH03658,08/06/1967,11/06/1964,S,2,10/06/1967,HE14561,HE14562,HE14563,HE14564,HE14565,HE14566,HE14567,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1967,FOUR-03,YAR,PIEFL,1,6,6,6,,,47,,,,,NE,HE14529,06/06/1967,06/06/1967,I,1,HC10467,01/06/1967,15/06/1966,R,1,13/06/1967,HE14609,HE14610,HE14611,HE14612,HE14613,HE14614,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1967,FOUR-04,YAR,PIEFL,1,7,7,6,,,42,,,,,NE,,,,,,HC10321,31/05/1967,23/05/1966,S,2,10/06/1967,HE14561,HE14562,HE14563,HE14564,HE14565,HE14566,HE14567,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1967,FOUR-08,YAR,PIEFL,1,7,7,7,,,42,,,,,NE,AR72140,09/06/1967,30/06/1965,R,2,HE14519,20/05/1967,20/05/1967,I,1,10/06/1967,HE14554,HE14555,HE14556,HE14557,HE14558,HE14559,HE14560,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1967,FOUR-10,YAR,BLUTI,1,,12,9,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1967,FOUR-14,YAR,BLUTI,1,,,0,,,27,,11,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1967,FOUR-15,YAR,PIEFL,1,6,4,4,,,48,,,,,NE,HC10431,09/06/1967,08/06/1966,S,2,HC10442,09/06/1967,15/06/1966,R,1,13/06/1967,HE14615,HE14616,HE14617,HE14618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1967,FOUR-18,YAR,PIEFL,1,7,,0,,,39,,,,,JD,HC10430,31/05/1967,06/06/1966,S,2,HE14518,20/05/1967,20/05/1967,I,1,10/06/1967,HC14561,HC14562,HC14563,HC14564,HC14565,HC14566,HC14567,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1967,FOUR-19,YAR,BLUTI,1,,,11,,,22,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1967,FOUR-21,YAR,BLUTI,1,,,9,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1967,FOUR-23,YAR,PIEFL,1,8,8,8,,,43,,,,,NE,HC10438,09/06/1967,09/06/1966,R,1,AC36392,31/05/1967,23/05/1963,S,5,12/06/1967,HE14594,HE14595,HE14596,HE14597,HE14598,HE14599,HE14600,HE14601,,,,,,,,,,,,,,,,,,,,,,,,,
150,1967,FOUR-24,YAR,BLUTI,1,10,,6,,,23,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1967,FOUR-27,YAR,PIEFL,1,6,6,0,,,39,,,,,OU,HE14522,31/05/1967,31/05/1967,I,1,HC10446,,15/06/1966,R,1,10/06/1967,HE14582,HE14583,HE14584,HE14585,HE14586,HE14587,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1967,FOUR-28,YAR,BLUTI,1,6,6,6,,,23,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1967,FOUR-29,YAR,PIEFL,1,6,6,6,,,47,,,,,NE,HC10439,09/06/1967,09/06/1966,R,1,HC10444,09/06/1967,15/06/1966,R,1,12/06/1967,HE14588,HE14589,HE14590,HE14591,HE14592,HE14593,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1967,FOUR-30s,YAR,REDST,1,7,7,0,,,36,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1967,FOUR-31,YAR,BLUTI,1,,,0,,,21,,9,,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1967,FOUR-32,YAR,PIEFL,1,6,6,6,,,47,,,,,NE,,,,,,HC10466,31/05/1967,15/06/1966,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1967,FOUR-33,YAR,BLUTI,1,,0,0,,,27,,7,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1967,FOUR-38,YAR,BLUTI,1,8,8,8,,,43,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1967,FOUR-40,YAR,BLUTI,1,,0,0,,,,,5,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1967,FOUR-42,YAR,BLUTI,1,11,,8,,,42,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1967,FOUR-45,YAR,PIEFL,1,8,8,8,,,43,,,,,NE,HE14528,04/06/1967,04/06/1967,I,1,HC10449,31/05/1967,15/06/1966,R,1,10/06/1967,HE14574,HE14575,HE14576,HE14577,HE14578,HE14579,HE14580,HE14581,,,,,,,,,,,,,,,,,,,,,,,,,
162,1967,FOUR-50,YAR,MARTI,1,7,7,7,,,22,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1967,FOUR-51,YAR,COATI,1,9,,8,,,23,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1967,FOUR-53,YAR,PIEFL,1,6,,5,,,43,,,,,NE,K99781,09/06/1967,08/06/1960,S,7,HC10324,09/06/1967,26/05/1966,S,2,10/06/1967,HE14543,HE14544,HE14545,HE14546,HE14547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1967,natural,YAR,GRETI,1,4,4,4,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1967,THREE-10,YAR,GRETI,1,,,8,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1967,THREE-11,YAR,REDST,1,6,6,6,,,,,,0,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1967,THREE-5,YAR,PIEFL,1,6,6,6,,,48,,,,,NE,HE14530,06/06/1967,06/06/1967,I,1,HE14521,23/05/1967,23/05/1967,I,1,14/06/1967,HE14619,HE14620,HE14621,HE14622,HE14623,HE14624,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1967,,YAR,MARTI,1,10,9,9,,,15,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1967,,YAR,BLUTI,1,11,,9,,,23,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1967,,YAR,BLUTI,1,7,7,0,,,27,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1968,1,HKN,BLUTI,1,,0,0,,,,,3,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1968,2,HKN,BLUTI,1,11,8,8,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1968,3,HKN,BLUTI,1,9,9,8,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1968,6,HKN,BLUTI,1,12,,9,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1968,7,HKN,BLUTI,1,8,8,8,,,30,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1968,10,HKN,BLUTI,1,,,9,,,47,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1968,12,HKN,BLUTI,1,10,9,9,,,39,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1968,13,HKN,PIEFL,1,7,7,7,,,42,,,,,NE,HE14659,04/06/1968,04/06/1968,I,1,HE14648,21/05/1968,21/05/1968,I,1,12/06/1968,HE14692,HE14693,HE14694,HE14695,HE14696,HE14697,HE14698,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1968,14,HKN,BLUTI,1,7,7,7,,,41,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1968,15,HKN,BLUTI,1,7,,0,,,31,,,,,XU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1968,17,HKN,BLUTI,1,,,9,,,41,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1968,9,YAR,PIEFL,1,,,,,,,,,,,NE,K99781,,08/06/1960,S,8,HC10320,01/06/1967,18/05/1966,S,3,09/06/1968,HE14669,HE14670,HE14671,HE14672,HE14673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1968,21,YAR,PIEFL,1,,,,,,,,,,,OU,HE14527,01/06/1968,04/06/1967,S,2,HE14644,01/06/1968,01/06/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1968,22,YAR,COATI,1,,,0,,,,,,,,XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1968,32,YAR,WREN,1,,,7,,,,,,,,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1968,42,YAR,PIEFL,1,,,,,,,,,,,OU,K99781,01/06/1968,08/06/1960,S,8,HC10449,01/06/1968,02/07/1966,I,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1968,43,YAR,PIEFL,2,,,,,,,,,,,OU,HC10448,01/06/1968,15/06/1966,S,2,HE14640,18/05/1968,18/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1968,FOUR-01,YAR,BLUTI,1,7,0,0,,,32,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1968,FOUR-03,YAR,PIEFL,1,6,6,6,,,41,,,,,NE,HE14654,28/05/1968,28/05/1968,I,1,HC10467,01/06/1968,15/06/1966,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1968,FOUR-06,YAR,REDST,1,6,0,0,,,39,,,,,ED,,,,,,HE14642,18/05/1968,18/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1968,FOUR-07,YAR,BLUTI,1,8,8,8,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1968,FOUR-08,YAR,PIEFL,1,7,7,7,,,44,,,,,NE,AH03607,08/06/1968,17/06/1963,S,5,HE14519,15/05/1968,20/05/1967,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1968,FOUR-10,YAR,BLUTI,1,13,,11,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1968,FOUR-11,YAR,PIEFL,1,5,2,2,,,61,,,3,,NE,HC10439,21/06/1968,09/06/1966,S,2,HE14588,21/06/1968,12/06/1967,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1968,FOUR-12,YAR,BLUTI,1,10,10,10,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1968,FOUR-16,YAR,PIEFL,1,7,7,7,,,48,,,,,NE,HE14660,08/06/1968,08/06/1968,I,1,HE14520,08/06/1968,20/05/1967,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1968,FOUR-17,YAR,BLUTI,1,12,,11,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1968,FOUR-18,YAR,PIEFL,1,6,5,,,,48,,,,,OU,,,,,,HE14651,24/05/1968,24/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1968,FOUR-19,YAR,PIEFL,1,6,6,5,,,41,,,,,NE,HC10439,21/06/1968,09/06/1966,S,2,HE14641,18/05/1968,18/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1968,FOUR-21,YAR,PIEFL,1,6,6,6,,,49,,,,,NE,HC10431,08/06/1968,08/06/1966,S,3,HE14650,24/05/1968,24/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1968,FOUR-23,YAR,PIEFL,1,6,5,4,,,48,,,,,NE,HE14661,08/06/1968,08/06/1968,I,1,HC10442,08/06/1968,15/06/1966,S,2,16/06/1968,HJ88150,HJ88151,HJ88152,HJ88153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1968,FOUR-26,YAR,PIEFL,1,7,,1,,,37,,,,,NE,AH03654,08/06/1968,12/06/1965,S,3,HE14554,08/06/1968,31/05/1967,S,2,18/06/1968,HJ88154,HJ88155,HJ88156,HJ88157,HJ88158,HJ88159,HJ88160,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1968,FOUR-28,YAR,PIEFL,1,,,,,,,,,,,OU,HC10431,08/06/1968,08/06/1966,S,3,HC10446,01/06/1968,15/06/1966,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1968,FOUR-30,YAR,BLUTI,1,10,9,2,,,24,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1968,FOUR-31,YAR,PIEFL,1,7,,4,,,45,,,,,NE,HE14564,08/06/1968,12/06/1967,R,1,HE14647,19/05/1968,19/05/1968,I,1,15/06/1968,HJ88121,HJ88122,HJ88123,HJ88124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1968,FOUR-32,YAR,PIEFL,1,6,6,6,,,47,,,,,NE,HE14528,08/06/1968,04/06/1967,S,2,HC10456,08/06/1968,15/06/1966,R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1968,FOUR-33,YAR,BLUTI,1,,,6,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1968,FOUR-34,YAR,BLUTI,1,8,,5,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1968,FOUR-36,YAR,BLUTI,1,9,,0,,,22,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1968,FOUR-38,YAR,PIEFL,1,6,0,0,,,47,,,,,EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1968,FOUR-40,YAR,BLUTI,1,11,,3,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1968,FOUR-41,YAR,PIEFL,1,5,5,5,,,60,,,,,NE,HE14699,15/06/1968,15/06/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1968,FOUR-42,YAR,REDST,1,6,6,6,,,40,,,0,,NE,,,,,,HE14646,19/05/1968,19/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1968,FOUR-43,YAR,PIEFL,2,4,4,4,,,,,,,,NE,,,,,,HE14645,18/05/1968,18/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1968,FOUR-44,YAR,BLUTI,1,10,,0,,,31,,,,,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1968,FOUR-45,YAR,PIEFL,1,7,0,0,,,44,,,,,EP,HE14700,23/06/1968,23/06/1968,I,1,HE14645,18/05/1968,18/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1968,FOUR-49,YAR,BLUTI,1,8,8,2,,,25,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1968,FOUR-50,YAR,PIEFL,1,5,0,0,,,48,,,,,EP,,,,,,HE14649,21/05/1968,21/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1968,FOUR-51,YAR,BLUTI,1,10,0,0,,,29,,,,,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1968,FOUR-51,YAR,PIEFL,2,5,5,5,,,62,,,,,NE,HE14601,21/06/1968,12/06/1967,R,1,HE14649,,21/05/1968,S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1968,THREE-05,YAR,PIEFL,1,,,,,,,,,,,NE,HE14684,12/06/1968,12/06/1968,I,1,HE14656,28/05/1968,28/05/1968,I,1,23/06/1968,HJ88187,HJ88188,HJ88189,HJ88190,HJ88191,HJ88192,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1968,THREE-11,YAR,PIEFL,1,,,,,,,,,,,OU,HE14608,01/06/1968,13/06/1967,S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1968,TWO-02,YAR,BLUTI,1,12,12,0,,,26,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1968,TWO-03,YAR,BLUTI,1,11,11,11,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1968,TWO-05,YAR,BLUTI,1,10,,8,,,29,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1968,TWO-06,YAR,BLUTI,1,10,9,8,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1968,TWO-07,YAR,BLUTI,1,,,6,,,42,,7,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1968,TWO-08,YAR,BLUTI,1,9,,8,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1968,TWO-09,YAR,PIEFL,1,,0,0,,,52,,4,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1968,TWO-11,YAR,BLUTI,1,11,,4,,,33,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1968,TWO-13,YAR,BLUTI,1,12,,3,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1968,TWO-15,YAR,BLUTI,1,8,8,8,,,26,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1968,TWO-16,YAR,BLUTI,1,9,0,0,,,28,,,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1968,TWO-18,YAR,PIEFL,1,6,6,6,,,48,64,,,,NE,HE14662,08/06/1968,08/06/1968,I,1,HE14652,24/05/1968,24/05/1968,I,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1968,TWO-20,YAR,BLUTI,1,9,9,7,,,29,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1968,TWO-21,YAR,PIEFL,1,6,6,6,,,51,,,,,NE,HE14674,10/06/1968,10/06/1968,I,1,HE14561,21/06/1968,12/06/1967,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1968,TWO-25,YAR,BLUTI,1,11,,7,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1968,TWO-26,YAR,PIEFL,1,7,7,7,,,51,,,,,NE,HE14675,10/06/1968,10/06/1968,I,1,HE14611,13/06/1968,13/06/1967,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1968,TWO-28,YAR,BLUTI,1,11,,7,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1968,TWO-30,YAR,PIEFL,1,,0,0,,,,,4,,,ED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1968,TWO-31,YAR,BLUTI,1,11,11,7,,,,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1968,TWO-34,YAR,BLUTI,1,10,10,10,,,27,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1968,TWO-36,YAR,BLUTI,1,7,7,0,,,,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1968,TWO-37,YAR,PIEFL,1,5,5,5,,,,,,,,NE,HE14560,01/06/1968,10/06/1967,R,1,HE14616,21/06/1968,13/06/1967,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1968,TWO-39,YAR,PIEFL,1,6,,5,,,50,,,,,NE,HE14593,21/06/1968,12/06/1967,R,1,HE14653,28/05/1968,28/05/1968,I,1,18/06/1968,HJ88173,HJ88174,HJ88175,HJ88176,HJ88177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1968,TWO-41,YAR,BLUTI,1,10,7,7,,,28,,,,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1968,,YAR,MARTI,1,9,8,0,,,16,,,,,JD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1969,16,HKN,PIEFL,1,,,,,,,,,,,OU,,,,,,HE14597,01/06/1969,12/06/1967,R,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1969,9,YAR,PIEFL,1,,,,,,,,,,,OU,HJ88271,,11/06/1969,I,1,HC10320,01/06/1969,18/05/1966,S,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1969,19,YAR,PIEFL,1,,,,,,,,,,,OU,HE14528,18/06/1969,04/06/1967,S,3,HE14669,01/06/1969,09/06/1968,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
